,n,range,value
527,20,"(-0.000964, 0.333]",5.7978152100778315e-05
528,20,"(-0.000964, 0.333]",0.0003438040284059403
529,20,"(-0.000964, 0.333]",0.04931684581449105
530,20,"(-0.000964, 0.333]",0.005662418450286802
531,20,"(-0.000964, 0.333]",0.16793836872726225
532,20,"(-0.000964, 0.333]",0.00037039063958155575
533,20,"(-0.000964, 0.333]",0.1750188427931397
534,30,"(0.333, 0.665]",4.9592118339486053e-05
535,30,"(0.665, 0.998]",0.0005544834838380053
536,30,"(0.665, 0.998]",0.0
537,30,"(0.665, 0.998]",0.00011444155227547581
538,30,"(0.665, 0.998]",0.001913365044326933
539,30,"(0.665, 0.998]",0.002346175234714837
540,30,"(0.665, 0.998]",0.19981607839710186
541,30,"(0.665, 0.998]",0.34479117163882433
542,30,"(0.665, 0.998]",0.13156184261342524
543,30,"(0.665, 0.998]",0.0400891098205253
544,30,"(0.665, 0.998]",0.0
545,30,"(0.665, 0.998]",0.0
546,30,"(0.665, 0.998]",0.0
547,30,"(0.665, 0.998]",0.015147258194080783
548,30,"(0.665, 0.998]",0.030317965433653567
549,30,"(0.665, 0.998]",0.0
550,30,"(0.665, 0.998]",0.10806795290228643
551,30,"(0.665, 0.998]",0.0011057372803063427
552,30,"(0.665, 0.998]",0.16269568168139723
553,30,"(0.333, 0.665]",0.00016273353976952742
554,30,"(-0.000964, 0.333]",0.0
555,30,"(0.665, 0.998]",0.00896357571384557
556,30,"(0.665, 0.998]",0.014788575022627199
557,30,"(0.665, 0.998]",0.07773702611281423
558,30,"(0.665, 0.998]",0.0008421754262554347
559,30,"(0.665, 0.998]",0.1976980691266014
560,30,"(0.665, 0.998]",0.011296194877622696
561,30,"(0.665, 0.998]",0.00016520199145083324
562,30,"(0.333, 0.665]",0.0254197657001091
563,30,"(0.665, 0.998]",0.0005074337421521149
564,30,"(0.665, 0.998]",0.0033829748050838663
565,30,"(0.333, 0.665]",0.09920859178343666
566,30,"(0.665, 0.998]",0.185984372488961
567,30,"(0.665, 0.998]",0.012108610226036827
568,30,"(0.665, 0.998]",0.0015322104469234516
569,30,"(0.665, 0.998]",0.030400610211153378
570,30,"(0.333, 0.665]",0.0
571,30,"(0.665, 0.998]",2.6781704874236456e-05
572,30,"(0.665, 0.998]",0.16672355497022656
573,30,"(0.665, 0.998]",0.0027717617594298334
574,30,"(0.665, 0.998]",0.03015566276058856
575,30,"(0.665, 0.998]",0.02568681170799784
576,30,"(-0.000964, 0.333]",0.0
577,30,"(-0.000964, 0.333]",0.0
578,30,"(-0.000964, 0.333]",0.01687063425768374
579,30,"(-0.000964, 0.333]",0.14789097193212833
580,30,"(-0.000964, 0.333]",0.0
581,30,"(-0.000964, 0.333]",0.0
582,30,"(-0.000964, 0.333]",0.00032982205132999956
583,30,"(0.333, 0.665]",0.003638771881810729
584,30,"(0.333, 0.665]",0.006326058268633573
585,30,"(0.333, 0.665]",0.0090238291063056
586,30,"(-0.000964, 0.333]",0.01666592965024191
587,30,"(-0.000964, 0.333]",0.11899189498731809
588,30,"(-0.000964, 0.333]",0.10919805513327835
589,30,"(-0.000964, 0.333]",0.0723647753524176
590,30,"(-0.000964, 0.333]",0.06350670804562256
591,30,"(0.665, 0.998]",0.004908437090560844
592,30,"(0.665, 0.998]",0.006710434112056786
593,30,"(0.333, 0.665]",0.0012637829584446342
594,30,"(0.665, 0.998]",0.013558254178354202
595,30,"(-0.000964, 0.333]",0.014343128312652637
596,30,"(-0.000964, 0.333]",0.014343128312652637
597,30,"(-0.000964, 0.333]",0.001848487863929694
598,30,"(-0.000964, 0.333]",0.0025181374433564463
599,30,"(0.665, 0.998]",0.028723258835390942
600,30,"(0.665, 0.998]",0.03679793075486586
601,30,"(-0.000964, 0.333]",0.010105443900528375
602,30,"(-0.000964, 0.333]",0.03499590611117109
603,30,"(-0.000964, 0.333]",0.07549461535591247
604,30,"(-0.000964, 0.333]",0.0770662390283743
605,30,"(-0.000964, 0.333]",0.036501991080990406
606,30,"(-0.000964, 0.333]",0.036501991080990406
607,30,"(0.665, 0.998]",0.25770386426014175
608,30,"(0.665, 0.998]",0.1344332949823465
609,30,"(0.333, 0.665]",0.13288775145816845
610,30,"(0.333, 0.665]",0.0021722652844240737
611,30,"(0.333, 0.665]",0.0021722652844240737
612,30,"(0.333, 0.665]",0.004228966358038118
613,30,"(-0.000964, 0.333]",0.0005430361090335288
614,30,"(-0.000964, 0.333]",0.0005430361090335288
615,30,"(0.665, 0.998]",0.31108924909749636
616,30,"(0.333, 0.665]",0.3311891728688006
617,30,"(-0.000964, 0.333]",3.176843308193592e-09
618,30,"(-0.000964, 0.333]",0.053933843764501846
619,30,"(-0.000964, 0.333]",0.012793536234824637
620,30,"(-0.000964, 0.333]",0.03147012201918264
621,30,"(-0.000964, 0.333]",0.009215587539845159
622,30,"(-0.000964, 0.333]",0.011436064880511796
623,30,"(0.665, 0.998]",0.0001742820291438688
624,30,"(0.665, 0.998]",0.02634254542133144
625,30,"(0.665, 0.998]",0.0014975748379212348
626,30,"(-0.000964, 0.333]",0.05939310062530437
627,30,"(-0.000964, 0.333]",0.05939310062530437
628,30,"(-0.000964, 0.333]",0.05939310062530437
629,30,"(-0.000964, 0.333]",0.06619491649267127
630,30,"(-0.000964, 0.333]",0.06619491649267127
631,30,"(0.665, 0.998]",0.0
632,30,"(0.665, 0.998]",0.00012606824472016613
633,30,"(0.665, 0.998]",0.005375465637805516
634,30,"(0.665, 0.998]",0.06754625464640243
635,30,"(0.665, 0.998]",0.0029810413796275254
636,30,"(-0.000964, 0.333]",0.0003956073693815725
637,30,"(-0.000964, 0.333]",0.0003956073693815725
638,30,"(-0.000964, 0.333]",0.0003956073693815725
639,30,"(0.333, 0.665]",0.05730643150501965
640,30,"(-0.000964, 0.333]",0.04632831066299045
641,30,"(-0.000964, 0.333]",0.019548204213668215
642,30,"(-0.000964, 0.333]",0.0
643,30,"(-0.000964, 0.333]",0.015131188901799632
644,30,"(-0.000964, 0.333]",0.015078141236753474
645,30,"(-0.000964, 0.333]",0.014745972924223808
646,30,"(-0.000964, 0.333]",0.014652741942409618
647,30,"(0.665, 0.998]",0.0
648,30,"(0.665, 0.998]",0.0
649,30,"(0.665, 0.998]",3.252653733955685e-08
650,30,"(-0.000964, 0.333]",1.3114119889996745e-07
651,30,"(-0.000964, 0.333]",0.006421465094904212
652,30,"(-0.000964, 0.333]",0.0018187509319565081
653,30,"(-0.000964, 0.333]",8.27430527305866e-09
654,30,"(-0.000964, 0.333]",8.361862787795291e-09
655,30,"(0.665, 0.998]",0.00033687816187598477
656,30,"(0.333, 0.665]",0.0014131511565727798
657,30,"(0.665, 0.998]",0.0
658,30,"(0.665, 0.998]",0.05452324857704476
659,30,"(0.665, 0.998]",0.05564344594889043
660,30,"(0.333, 0.665]",0.02204185949543903
661,30,"(0.333, 0.665]",0.013539554304335875
662,30,"(0.333, 0.665]",0.013471944589270975
663,30,"(-0.000964, 0.333]",0.0007739712747124531
664,30,"(-0.000964, 0.333]",0.0008466599741263396
665,30,"(-0.000964, 0.333]",0.0
666,30,"(-0.000964, 0.333]",0.0
667,30,"(-0.000964, 0.333]",0.0
668,30,"(-0.000964, 0.333]",0.003532500394654802
669,30,"(-0.000964, 0.333]",0.020976445143528713
670,30,"(-0.000964, 0.333]",0.012696941841321906
671,30,"(-0.000964, 0.333]",0.11999336825489022
672,30,"(-0.000964, 0.333]",0.07945097297398203
673,30,"(-0.000964, 0.333]",0.03597386913807142
674,30,"(-0.000964, 0.333]",0.13360539187906253
675,30,"(-0.000964, 0.333]",0.01891527284593262
676,30,"(-0.000964, 0.333]",0.01987207275810874
677,30,"(-0.000964, 0.333]",0.019683886459275993
678,30,"(-0.000964, 0.333]",0.019690418593288336
679,30,"(0.665, 0.998]",0.005226779656725991
680,30,"(0.665, 0.998]",0.2845037555414182
681,30,"(-0.000964, 0.333]",0.03865307241404464
682,30,"(-0.000964, 0.333]",0.006530564746184731
683,30,"(-0.000964, 0.333]",0.012609481195736011
684,30,"(-0.000964, 0.333]",0.0
685,30,"(-0.000964, 0.333]",0.0017996855727221406
686,30,"(-0.000964, 0.333]",0.0017963939661857318
687,30,"(0.665, 0.998]",0.0004188490752673669
688,30,"(0.665, 0.998]",0.0004188490752673669
689,30,"(0.665, 0.998]",0.0
690,30,"(0.665, 0.998]",0.0
691,30,"(0.333, 0.665]",0.0
692,30,"(0.333, 0.665]",0.010490076263428667
693,30,"(0.333, 0.665]",0.0059014298622852256
694,30,"(0.333, 0.665]",0.006911443765156896
695,30,"(0.665, 0.998]",0.10834389456271545
696,30,"(0.665, 0.998]",0.07269287560479766
697,30,"(-0.000964, 0.333]",0.12429217384563244
698,30,"(-0.000964, 0.333]",0.0789294815686954
699,30,"(-0.000964, 0.333]",0.027439036568286786
700,30,"(-0.000964, 0.333]",0.13016108371998683
701,30,"(-0.000964, 0.333]",0.20553337268191646
702,30,"(-0.000964, 0.333]",0.17039911904115895
703,30,"(0.665, 0.998]",0.0
704,30,"(0.665, 0.998]",1.1723144314092065e-05
705,30,"(0.665, 0.998]",1.741417795231643e-08
706,30,"(-0.000964, 0.333]",0.0012359894057143593
707,30,"(-0.000964, 0.333]",0.053100587519140034
708,30,"(-0.000964, 0.333]",0.053100587519140034
709,30,"(-0.000964, 0.333]",0.04992891057364245
710,30,"(-0.000964, 0.333]",0.04992891057364245
711,30,"(0.665, 0.998]",0.039664046376899034
712,30,"(0.665, 0.998]",0.010666314730584946
713,30,"(0.665, 0.998]",0.02262339903159533
714,30,"(0.333, 0.665]",0.06968044849368704
715,30,"(-0.000964, 0.333]",0.006033366962616092
716,30,"(-0.000964, 0.333]",0.0026112192493130877
717,30,"(-0.000964, 0.333]",0.0063216049072168925
718,30,"(-0.000964, 0.333]",0.009248445990278433
719,30,"(0.665, 0.998]",0.2770248334379306
720,30,"(0.333, 0.665]",0.15973831368749047
721,30,"(0.333, 0.665]",0.03572393888784169
722,30,"(0.333, 0.665]",0.10916945502065202
723,30,"(0.333, 0.665]",0.07335052970739468
724,30,"(-0.000964, 0.333]",0.020433667972645408
725,30,"(-0.000964, 0.333]",1.7299250159832802e-05
726,30,"(-0.000964, 0.333]",1.7299250164989616e-05
727,30,"(-0.000964, 0.333]",0.37156248745433257
728,30,"(-0.000964, 0.333]",0.0
729,30,"(-0.000964, 0.333]",0.0
730,30,"(-0.000964, 0.333]",0.020731854508482087
731,30,"(-0.000964, 0.333]",0.02202213396046487
732,30,"(-0.000964, 0.333]",0.010793258088054055
733,30,"(-0.000964, 0.333]",0.03873622356096596
734,30,"(-0.000964, 0.333]",0.038758612463321226
735,30,"(0.665, 0.998]",0.03140362382766973
736,30,"(0.333, 0.665]",0.004720362283314443
737,30,"(0.333, 0.665]",0.006707560577273694
738,30,"(-0.000964, 0.333]",0.00936333216562198
739,30,"(-0.000964, 0.333]",0.06525895018513438
740,30,"(-0.000964, 0.333]",0.05655762793161285
741,30,"(-0.000964, 0.333]",0.004245977398735048
742,30,"(-0.000964, 0.333]",0.004429629889919288
743,30,"(0.665, 0.998]",0.0042508874171061205
744,30,"(0.665, 0.998]",0.08008112952486247
745,30,"(0.333, 0.665]",0.08869608648035529
746,30,"(0.333, 0.665]",0.11293910279606666
747,30,"(-0.000964, 0.333]",0.03215226515387598
748,30,"(-0.000964, 0.333]",0.0523737334401597
749,30,"(-0.000964, 0.333]",0.04905671252890415
750,30,"(-0.000964, 0.333]",0.046996201194179826
751,30,"(0.665, 0.998]",0.024332725320583243
752,30,"(0.665, 0.998]",0.019536080388477498
753,30,"(0.665, 0.998]",0.0
754,30,"(-0.000964, 0.333]",0.0
755,30,"(-0.000964, 0.333]",0.0
756,30,"(-0.000964, 0.333]",0.0
757,30,"(-0.000964, 0.333]",0.0
758,30,"(-0.000964, 0.333]",0.0
759,30,"(0.333, 0.665]",0.0
760,30,"(-0.000964, 0.333]",0.06334291379574715
761,30,"(-0.000964, 0.333]",0.0017569281732108585
762,30,"(-0.000964, 0.333]",0.6339964125099012
763,30,"(-0.000964, 0.333]",0.6422018904743643
764,30,"(-0.000964, 0.333]",0.6422018904743643
765,30,"(-0.000964, 0.333]",0.02336603873450523
766,30,"(-0.000964, 0.333]",0.023510216397230534
767,30,"(-0.000964, 0.333]",0.0
768,30,"(-0.000964, 0.333]",0.0011570881611308549
769,30,"(-0.000964, 0.333]",0.07875757005242584
770,30,"(-0.000964, 0.333]",6.017032883900355e-05
771,30,"(-0.000964, 0.333]",0.0
772,30,"(-0.000964, 0.333]",0.0014494865723428734
773,30,"(-0.000964, 0.333]",0.0030193225967218777
774,30,"(-0.000964, 0.333]",0.0
775,30,"(-0.000964, 0.333]",0.0019097781495964142
776,30,"(-0.000964, 0.333]",0.04371551133813833
777,30,"(-0.000964, 0.333]",0.0
778,30,"(-0.000964, 0.333]",0.00033732417489180705
779,30,"(-0.000964, 0.333]",0.011051863324860568
780,30,"(-0.000964, 0.333]",1.7383924584996868e-05
781,30,"(0.333, 0.665]",0.0
782,30,"(-0.000964, 0.333]",0.0027097516116637035
783,30,"(-0.000964, 0.333]",0.0010774384302509117
784,30,"(-0.000964, 0.333]",0.0
785,30,"(-0.000964, 0.333]",0.0
786,30,"(-0.000964, 0.333]",0.0
787,30,"(0.333, 0.665]",0.0
788,30,"(-0.000964, 0.333]",0.0
789,30,"(-0.000964, 0.333]",0.05980920824716043
790,30,"(-0.000964, 0.333]",0.08203978598594629
791,30,"(-0.000964, 0.333]",0.0011448995957489996
792,30,"(-0.000964, 0.333]",0.24897780264088856
793,30,"(-0.000964, 0.333]",0.004689867295888944
794,30,"(-0.000964, 0.333]",0.0
795,30,"(-0.000964, 0.333]",0.0003438040284059403
796,30,"(-0.000964, 0.333]",0.04931684581449105
797,30,"(-0.000964, 0.333]",0.005662418450286802
798,30,"(-0.000964, 0.333]",0.0
799,30,"(-0.000964, 0.333]",0.0
800,30,"(-0.000964, 0.333]",0.07058412007954508
