,n,range,value
537,10,"(-0.000964, 0.333]",0.21309384958287786
538,10,"(-0.000964, 0.333]",0.007870614988334596
539,10,"(-0.000964, 0.333]",0.15566392189532371
540,10,"(-0.000964, 0.333]",0.0
541,10,"(-0.000964, 0.333]",0.0
542,10,"(0.333, 0.665]",0.12512996053425443
543,10,"(0.665, 0.998]",0.19831836241769824
544,10,"(0.665, 0.998]",0.1885892489451558
545,10,"(0.333, 0.665]",0.0888789626476211
546,10,"(0.333, 0.665]",0.18926712194058015
547,10,"(-0.000964, 0.333]",0.0
548,10,"(-0.000964, 0.333]",0.0
549,10,"(-0.000964, 0.333]",0.0037928075042741364
550,10,"(-0.000964, 0.333]",0.2350910356537802
551,10,"(-0.000964, 0.333]",0.009871055747630732
552,10,"(-0.000964, 0.333]",0.055781916097875285
553,10,"(-0.000964, 0.333]",0.0026139402860318353
554,10,"(-0.000964, 0.333]",0.4625876151760746
555,10,"(-0.000964, 0.333]",0.07081361237727121
556,10,"(-0.000964, 0.333]",0.33803452643867565
557,10,"(-0.000964, 0.333]",0.0035474879365771424
558,10,"(-0.000964, 0.333]",0.12857008946406423
559,10,"(-0.000964, 0.333]",0.0357751840461085
560,10,"(-0.000964, 0.333]",0.00175282298158666
561,10,"(-0.000964, 0.333]",0.2174452380925528
562,10,"(-0.000964, 0.333]",0.6930155823910615
563,10,"(-0.000964, 0.333]",0.004492556745236135
564,10,"(-0.000964, 0.333]",0.13797783527715932
565,10,"(-0.000964, 0.333]",0.13064591465323105
566,10,"(-0.000964, 0.333]",0.48471317238379935
567,10,"(-0.000964, 0.333]",0.36763483642818445
568,10,"(-0.000964, 0.333]",0.19885027670008798
569,10,"(-0.000964, 0.333]",0.022738950165000202
570,10,"(-0.000964, 0.333]",0.08424186967457475
571,10,"(-0.000964, 0.333]",0.04194035413368934
572,10,"(-0.000964, 0.333]",0.15302956861815786
573,10,"(-0.000964, 0.333]",0.033632078817244074
574,10,"(-0.000964, 0.333]",0.0012622954469279396
575,10,"(-0.000964, 0.333]",0.11457224140860234
576,10,"(-0.000964, 0.333]",0.11510003053486781
577,10,"(-0.000964, 0.333]",0.1622206794254929
578,10,"(-0.000964, 0.333]",0.017705201235119487
579,10,"(-0.000964, 0.333]",0.12903811317644448
580,10,"(0.333, 0.665]",0.0
581,10,"(-0.000964, 0.333]",0.052609026494714536
582,10,"(-0.000964, 0.333]",0.07359624305754163
583,10,"(-0.000964, 0.333]",0.163966064491198
584,10,"(-0.000964, 0.333]",0.10620839223471094
585,10,"(-0.000964, 0.333]",0.18802539655758502
586,10,"(-0.000964, 0.333]",0.1277595346761357
587,10,"(-0.000964, 0.333]",0.17590447647363766
588,10,"(-0.000964, 0.333]",0.26658420610703215
589,10,"(-0.000964, 0.333]",0.0
590,10,"(-0.000964, 0.333]",0.0
591,10,"(-0.000964, 0.333]",0.029043340198165138
592,10,"(-0.000964, 0.333]",0.004514135082467569
593,10,"(-0.000964, 0.333]",0.29390419657557615
594,10,"(0.333, 0.665]",0.060730772785358926
595,10,"(0.333, 0.665]",0.008451299905881232
596,10,"(-0.000964, 0.333]",0.10648172704833599
597,10,"(-0.000964, 0.333]",0.09662946183375944
598,10,"(-0.000964, 0.333]",0.06501047060854749
599,10,"(-0.000964, 0.333]",0.04358951142450185
600,10,"(-0.000964, 0.333]",0.17568530781281747
601,10,"(-0.000964, 0.333]",0.07831779077537192
602,10,"(-0.000964, 0.333]",0.024652334209724326
603,10,"(0.333, 0.665]",0.11951643473584123
604,10,"(-0.000964, 0.333]",0.2517001252111764
605,10,"(-0.000964, 0.333]",0.004759827947643525
606,10,"(-0.000964, 0.333]",0.14698429847943922
607,10,"(-0.000964, 0.333]",0.3374900336519987
608,10,"(-0.000964, 0.333]",0.1704530439534037
609,10,"(-0.000964, 0.333]",0.03901584340856651
610,10,"(-0.000964, 0.333]",0.5858586765475803
611,10,"(-0.000964, 0.333]",0.1957711313166869
612,10,"(-0.000964, 0.333]",0.09192905744727664
613,10,"(-0.000964, 0.333]",0.16467635498287622
614,10,"(-0.000964, 0.333]",0.22413045528128803
615,10,"(-0.000964, 0.333]",0.20057057444484805
616,10,"(-0.000964, 0.333]",0.5755404123550508
617,10,"(-0.000964, 0.333]",0.0006771414952879922
618,10,"(-0.000964, 0.333]",0.00037039063958155575
619,10,"(-0.000964, 0.333]",0.22035862477869164
620,10,"(-0.000964, 0.333]",0.23211554845722696
621,10,"(-0.000964, 0.333]",0.09411885251395152
622,20,"(0.333, 0.665]",0.16837117628581785
623,20,"(-0.000964, 0.333]",0.23245527735584615
624,20,"(0.333, 0.665]",4.9592118339486053e-05
625,20,"(0.665, 0.998]",0.0005544834838380053
626,20,"(0.665, 0.998]",0.05353110868380581
627,20,"(0.665, 0.998]",0.10760098572288469
628,20,"(0.665, 0.998]",0.0008801391432896557
629,20,"(0.665, 0.998]",0.00011444155227547581
630,20,"(0.665, 0.998]",0.001913365044326933
631,20,"(0.665, 0.998]",0.002346344986861704
632,20,"(0.665, 0.998]",0.495674627934758
633,20,"(0.665, 0.998]",0.35435996763168753
634,20,"(0.333, 0.665]",0.3727966255485922
635,20,"(0.333, 0.665]",0.0
636,20,"(0.333, 0.665]",0.13962012209318792
637,20,"(0.665, 0.998]",0.19981607839710186
638,20,"(0.665, 0.998]",0.34479117163882433
639,20,"(0.665, 0.998]",0.05852191136076787
640,20,"(0.665, 0.998]",0.13162101412298366
641,20,"(0.665, 0.998]",0.10327465959720185
642,20,"(0.665, 0.998]",0.11307807620736292
643,20,"(0.665, 0.998]",0.31477017705900334
644,20,"(0.665, 0.998]",0.0400891098205253
645,20,"(0.665, 0.998]",0.0
646,20,"(0.333, 0.665]",0.26941022969404027
647,20,"(0.665, 0.998]",0.006888834663900477
648,20,"(0.665, 0.998]",0.03835731664089893
649,20,"(0.665, 0.998]",0.0
650,20,"(0.665, 0.998]",0.11992007227715991
651,20,"(0.333, 0.665]",0.1426875827094964
652,20,"(0.665, 0.998]",0.00019729014379613958
653,20,"(0.665, 0.998]",0.030322733561903938
654,20,"(0.665, 0.998]",0.03146144857645758
655,20,"(0.665, 0.998]",7.624955094839351e-06
656,20,"(0.333, 0.665]",0.43270665376057327
657,20,"(0.665, 0.998]",0.322664886575638
658,20,"(0.665, 0.998]",0.051468598470742866
659,20,"(0.665, 0.998]",0.0011057372803063427
660,20,"(0.665, 0.998]",0.25644863259387385
661,20,"(0.665, 0.998]",0.16269568168139723
662,20,"(0.665, 0.998]",0.4242995088590795
663,20,"(0.665, 0.998]",0.4698906253008073
664,20,"(0.333, 0.665]",0.034524973389140394
665,20,"(0.333, 0.665]",0.29224588804538076
666,20,"(-0.000964, 0.333]",0.0
667,20,"(0.665, 0.998]",0.00896357571384557
668,20,"(0.333, 0.665]",0.4092865853814047
669,20,"(0.665, 0.998]",0.014788575022627199
670,20,"(0.665, 0.998]",0.0873058117910859
671,20,"(0.665, 0.998]",0.07773702611281423
672,20,"(0.665, 0.998]",0.495674627934758
673,20,"(0.333, 0.665]",0.3727966255485922
674,20,"(0.665, 0.998]",0.22225009904416837
675,20,"(0.665, 0.998]",0.3036587548606845
676,20,"(0.333, 0.665]",0.29224588804538076
677,20,"(0.665, 0.998]",0.0008421754262554347
678,20,"(0.333, 0.665]",0.0009582706220552776
679,20,"(0.665, 0.998]",0.1976980691266014
680,20,"(0.665, 0.998]",0.011296194877622696
681,20,"(0.333, 0.665]",0.0
682,20,"(0.665, 0.998]",0.00016520199145083324
683,20,"(0.665, 0.998]",0.0038838957419488197
684,20,"(0.333, 0.665]",0.02542049798138764
685,20,"(0.665, 0.998]",0.00140527092807531
686,20,"(0.665, 0.998]",0.05027625120744869
687,20,"(0.665, 0.998]",0.5698730256717661
688,20,"(0.665, 0.998]",0.0033829748050838663
689,20,"(0.333, 0.665]",0.09920859178343666
690,20,"(0.333, 0.665]",0.0
691,20,"(0.665, 0.998]",0.27228081807783305
692,20,"(0.665, 0.998]",0.111258254191796
693,20,"(0.665, 0.998]",0.01229065977423899
694,20,"(0.665, 0.998]",0.1392525838206716
695,20,"(0.333, 0.665]",0.13765173041465822
696,20,"(0.665, 0.998]",0.0015322104469234516
697,20,"(0.665, 0.998]",0.12033988112567512
698,20,"(0.333, 0.665]",0.09660012047741715
699,20,"(0.665, 0.998]",0.030400610211153378
700,20,"(0.333, 0.665]",0.21742244700635108
701,20,"(0.665, 0.998]",0.4255042786729764
702,20,"(0.665, 0.998]",0.19713590504109924
703,20,"(0.665, 0.998]",0.3313133496885835
704,20,"(0.665, 0.998]",0.45563514083202056
705,20,"(0.665, 0.998]",0.033632271609354794
706,20,"(0.665, 0.998]",0.03024263651852661
707,20,"(0.333, 0.665]",0.1405351842363279
708,20,"(-0.000964, 0.333]",0.061246933095818155
709,20,"(-0.000964, 0.333]",0.13702699560361506
710,20,"(-0.000964, 0.333]",0.1925793933389344
711,20,"(-0.000964, 0.333]",0.010941101099199645
712,20,"(-0.000964, 0.333]",0.0431898091656737
713,20,"(-0.000964, 0.333]",0.008832671390734416
714,20,"(-0.000964, 0.333]",0.0027540782970752013
715,20,"(-0.000964, 0.333]",0.0027540782970752013
716,20,"(0.665, 0.998]",0.04309894814355219
717,20,"(-0.000964, 0.333]",7.04593069714135e-05
718,20,"(-0.000964, 0.333]",0.0
719,20,"(-0.000964, 0.333]",0.01687063425768374
720,20,"(-0.000964, 0.333]",0.14789097193212833
721,20,"(-0.000964, 0.333]",0.0
722,20,"(-0.000964, 0.333]",0.0
723,20,"(-0.000964, 0.333]",0.00032982205132999956
724,20,"(0.665, 0.998]",0.15193353943291615
725,20,"(0.665, 0.998]",0.22726160506848653
726,20,"(0.333, 0.665]",0.0
727,20,"(0.665, 0.998]",0.005211105092893723
728,20,"(-0.000964, 0.333]",0.0
729,20,"(-0.000964, 0.333]",0.048408909528922246
730,20,"(-0.000964, 0.333]",0.07020008963598408
731,20,"(-0.000964, 0.333]",0.06510350089928954
732,20,"(0.665, 0.998]",0.002678134328551215
733,20,"(0.665, 0.998]",0.07506212689795784
734,20,"(0.665, 0.998]",0.13628282476148154
735,20,"(-0.000964, 0.333]",0.16445648474226077
736,20,"(-0.000964, 0.333]",0.2190478542781546
737,20,"(-0.000964, 0.333]",0.05906945286149455
738,20,"(-0.000964, 0.333]",0.0001548327534048508
739,20,"(-0.000964, 0.333]",0.0001548327534048508
740,20,"(0.333, 0.665]",0.003638771881810729
741,20,"(0.333, 0.665]",0.04740034052733804
742,20,"(0.333, 0.665]",0.10831626765028694
743,20,"(-0.000964, 0.333]",0.04375301038545539
744,20,"(-0.000964, 0.333]",0.12075063194242418
745,20,"(-0.000964, 0.333]",0.11877149344925492
746,20,"(-0.000964, 0.333]",0.0723647753524176
747,20,"(-0.000964, 0.333]",0.06350670804562256
748,20,"(0.665, 0.998]",0.004908437090560844
749,20,"(0.665, 0.998]",0.006710434112056786
750,20,"(0.333, 0.665]",0.003081202534179124
751,20,"(0.665, 0.998]",0.017663733741224586
752,20,"(-0.000964, 0.333]",0.051150367174460566
753,20,"(-0.000964, 0.333]",0.051150367174460566
754,20,"(-0.000964, 0.333]",0.08216735527554656
755,20,"(-0.000964, 0.333]",0.12929521226693164
756,20,"(0.665, 0.998]",0.028723273484809297
757,20,"(0.665, 0.998]",0.06109811717809865
758,20,"(-0.000964, 0.333]",0.010108262474802957
759,20,"(-0.000964, 0.333]",0.03930677912012418
760,20,"(-0.000964, 0.333]",0.08029466391364856
761,20,"(-0.000964, 0.333]",0.0770662390283743
762,20,"(-0.000964, 0.333]",0.036501991080990406
763,20,"(-0.000964, 0.333]",0.036501991080990406
764,20,"(0.333, 0.665]",0.2494444375933463
765,20,"(0.333, 0.665]",0.41614747712345934
766,20,"(-0.000964, 0.333]",0.26513194130333734
767,20,"(-0.000964, 0.333]",0.06663478622530206
768,20,"(-0.000964, 0.333]",0.26512329335102847
769,20,"(-0.000964, 0.333]",0.14252097640844344
770,20,"(-0.000964, 0.333]",0.15018355695010968
771,20,"(-0.000964, 0.333]",0.16075714624409634
772,20,"(-0.000964, 0.333]",0.00014527846116660966
773,20,"(-0.000964, 0.333]",0.02345044199539626
774,20,"(-0.000964, 0.333]",0.20280466771132866
775,20,"(-0.000964, 0.333]",0.21375304824347574
776,20,"(-0.000964, 0.333]",0.2561109974882869
777,20,"(-0.000964, 0.333]",0.2766736903954233
778,20,"(-0.000964, 0.333]",0.26362109627585406
779,20,"(-0.000964, 0.333]",0.26294260095754246
780,20,"(0.665, 0.998]",0.25770386426014175
781,20,"(0.665, 0.998]",0.1344354709087213
782,20,"(0.333, 0.665]",0.13288775145816845
783,20,"(0.333, 0.665]",0.0021722652844240737
784,20,"(0.333, 0.665]",0.0021722652844240737
785,20,"(0.333, 0.665]",0.004228966358038118
786,20,"(-0.000964, 0.333]",0.0005430361090335288
787,20,"(-0.000964, 0.333]",0.0005430361090335288
788,20,"(0.665, 0.998]",0.31108924913095504
789,20,"(0.333, 0.665]",0.3703682491203934
790,20,"(-0.000964, 0.333]",3.176843308193592e-09
791,20,"(-0.000964, 0.333]",0.12903557210591357
792,20,"(-0.000964, 0.333]",0.0770789480770232
793,20,"(-0.000964, 0.333]",0.03696746774304322
794,20,"(-0.000964, 0.333]",0.010339703799255084
795,20,"(-0.000964, 0.333]",0.013340089799456762
796,20,"(0.665, 0.998]",0.0005646332939410208
797,20,"(0.665, 0.998]",0.4176629680728574
798,20,"(0.665, 0.998]",0.12578392803645846
799,20,"(0.665, 0.998]",0.10904428997083875
800,20,"(0.333, 0.665]",0.0
801,20,"(-0.000964, 0.333]",0.0
802,20,"(-0.000964, 0.333]",0.07551471421105767
803,20,"(-0.000964, 0.333]",0.07551471421105686
804,20,"(0.665, 0.998]",0.047889957877006784
805,20,"(0.665, 0.998]",0.11501150859955987
806,20,"(0.333, 0.665]",0.04892241925383604
807,20,"(-0.000964, 0.333]",0.011434857477720111
808,20,"(-0.000964, 0.333]",0.038967774116958794
809,20,"(-0.000964, 0.333]",0.0036855196403722703
810,20,"(-0.000964, 0.333]",0.13912926660425617
811,20,"(-0.000964, 0.333]",0.13912926660425617
812,20,"(0.333, 0.665]",0.030267059981688237
813,20,"(0.333, 0.665]",0.33969291811088126
814,20,"(-0.000964, 0.333]",0.059062618965381494
815,20,"(0.333, 0.665]",0.20319329664270394
816,20,"(-0.000964, 0.333]",0.08770511144503815
817,20,"(-0.000964, 0.333]",0.0
818,20,"(-0.000964, 0.333]",0.061042627424532495
819,20,"(-0.000964, 0.333]",0.012015467109051778
820,20,"(0.333, 0.665]",0.17907041732802773
821,20,"(-0.000964, 0.333]",0.19813435910918603
822,20,"(-0.000964, 0.333]",0.21572606800566643
823,20,"(-0.000964, 0.333]",0.2084793894521938
824,20,"(-0.000964, 0.333]",0.03305501203951818
825,20,"(-0.000964, 0.333]",0.02936072408563091
826,20,"(-0.000964, 0.333]",0.029360724085631167
827,20,"(-0.000964, 0.333]",0.029360724085631503
828,20,"(0.665, 0.998]",0.0001742820291438688
829,20,"(0.665, 0.998]",0.02634254542133144
830,20,"(0.665, 0.998]",0.0014975748379212348
831,20,"(-0.000964, 0.333]",0.05939310062530437
832,20,"(-0.000964, 0.333]",0.05939310062530437
833,20,"(-0.000964, 0.333]",0.05939310062530437
834,20,"(-0.000964, 0.333]",0.06619491649267127
835,20,"(-0.000964, 0.333]",0.06619491649267127
836,20,"(0.665, 0.998]",0.298165832048656
837,20,"(0.665, 0.998]",0.07560536738325657
838,20,"(-0.000964, 0.333]",0.019937574904268084
839,20,"(-0.000964, 0.333]",0.006976307990601459
840,20,"(-0.000964, 0.333]",0.1773620355584017
841,20,"(-0.000964, 0.333]",0.18278481871397412
842,20,"(-0.000964, 0.333]",0.2435192427462762
843,20,"(-0.000964, 0.333]",0.22255882514804315
844,20,"(0.333, 0.665]",0.1330445317923178
845,20,"(-0.000964, 0.333]",0.02565983518750001
846,20,"(-0.000964, 0.333]",0.06580539567441027
847,20,"(-0.000964, 0.333]",0.06485316737476395
848,20,"(-0.000964, 0.333]",0.07054572311647157
849,20,"(-0.000964, 0.333]",0.0614911361482253
850,20,"(-0.000964, 0.333]",0.048135425837051216
851,20,"(-0.000964, 0.333]",0.045302423847776906
852,20,"(0.665, 0.998]",0.042813240521018
853,20,"(0.665, 0.998]",0.000922568713908345
854,20,"(0.665, 0.998]",0.010978043705979204
855,20,"(0.665, 0.998]",0.06754632926537453
856,20,"(0.665, 0.998]",0.01007394581507114
857,20,"(-0.000964, 0.333]",0.0003956078632835778
858,20,"(-0.000964, 0.333]",0.0003956078632835778
859,20,"(-0.000964, 0.333]",0.0003956078632835778
860,20,"(0.333, 0.665]",0.0011774685577741791
861,20,"(0.333, 0.665]",0.18408214264568393
862,20,"(0.333, 0.665]",0.14481626227465277
863,20,"(0.333, 0.665]",0.0015937036435212477
864,20,"(0.333, 0.665]",0.022704486930625423
865,20,"(0.333, 0.665]",0.017137390708378216
866,20,"(0.333, 0.665]",0.05489882863865262
867,20,"(-0.000964, 0.333]",0.014797334652160227
868,20,"(0.333, 0.665]",0.1451307330805033
869,20,"(-0.000964, 0.333]",0.04632831066299045
870,20,"(-0.000964, 0.333]",0.019548204213668215
871,20,"(-0.000964, 0.333]",0.0
872,20,"(-0.000964, 0.333]",0.01713675679509242
873,20,"(-0.000964, 0.333]",0.02412581488114927
874,20,"(-0.000964, 0.333]",0.023878681062985366
875,20,"(-0.000964, 0.333]",0.023254482996341398
876,20,"(0.665, 0.998]",0.07945720648166682
877,20,"(0.665, 0.998]",0.06360704633906955
878,20,"(0.665, 0.998]",0.09215450435780126
879,20,"(0.665, 0.998]",0.07440159589772066
880,20,"(0.665, 0.998]",0.048855439127593915
881,20,"(-0.000964, 0.333]",0.1551113891354925
882,20,"(-0.000964, 0.333]",0.039257414476046096
883,20,"(-0.000964, 0.333]",0.03925741447604548
884,20,"(0.665, 0.998]",1.21735344694561e-05
885,20,"(0.665, 0.998]",1.2016249228559353e-05
886,20,"(0.665, 0.998]",1.0330809590434993e-06
887,20,"(-0.000964, 0.333]",6.912606978943268e-05
888,20,"(-0.000964, 0.333]",0.006984332089574737
889,20,"(-0.000964, 0.333]",0.0051760507642650885
890,20,"(-0.000964, 0.333]",0.0014274369620323783
891,20,"(-0.000964, 0.333]",0.0013208227507588435
892,20,"(-0.000964, 0.333]",0.36911163505292727
893,20,"(-0.000964, 0.333]",0.29480649142458343
894,20,"(-0.000964, 0.333]",0.03026626909769633
895,20,"(0.333, 0.665]",0.13857457749648402
896,20,"(-0.000964, 0.333]",0.02011768466425785
897,20,"(-0.000964, 0.333]",0.00974659398154889
898,20,"(-0.000964, 0.333]",0.009100438594254329
899,20,"(-0.000964, 0.333]",0.008230919083266793
900,20,"(0.665, 0.998]",0.14402003275714623
901,20,"(0.333, 0.665]",0.0020722299545664264
902,20,"(0.665, 0.998]",0.0
903,20,"(0.665, 0.998]",0.05452324857786339
904,20,"(0.665, 0.998]",0.09763708944972789
905,20,"(0.333, 0.665]",0.02204186523817291
906,20,"(0.333, 0.665]",0.05432834677564408
907,20,"(0.333, 0.665]",0.05436601861887871
908,20,"(0.333, 0.665]",0.03673761195677328
909,20,"(0.333, 0.665]",0.30822691066951835
910,20,"(0.333, 0.665]",0.23665414544881555
911,20,"(-0.000964, 0.333]",0.19136970713828003
912,20,"(-0.000964, 0.333]",0.05548480905959873
913,20,"(-0.000964, 0.333]",0.01697404667884803
914,20,"(-0.000964, 0.333]",0.020635624997151016
915,20,"(-0.000964, 0.333]",0.0013255703725352595
916,20,"(0.665, 0.998]",0.02011031923309151
917,20,"(0.665, 0.998]",0.004716129799547904
918,20,"(0.665, 0.998]",0.0019156629246756603
919,20,"(0.665, 0.998]",0.2686408846215776
920,20,"(-0.000964, 0.333]",0.04215054277493787
921,20,"(-0.000964, 0.333]",0.04380352645183501
922,20,"(-0.000964, 0.333]",0.062918524894684
923,20,"(-0.000964, 0.333]",0.10837113369102519
924,20,"(0.665, 0.998]",0.21196338379521582
925,20,"(0.333, 0.665]",0.035968310657829745
926,20,"(-0.000964, 0.333]",0.15818963433829836
927,20,"(-0.000964, 0.333]",0.12504208306883274
928,20,"(-0.000964, 0.333]",0.1584315239596358
929,20,"(-0.000964, 0.333]",0.17217262225980864
930,20,"(-0.000964, 0.333]",0.16324910846765484
931,20,"(-0.000964, 0.333]",0.17007082154053327
932,20,"(0.665, 0.998]",0.3828761399017711
933,20,"(0.665, 0.998]",0.34515293723932056
934,20,"(0.665, 0.998]",0.19167604560556428
935,20,"(0.665, 0.998]",0.21269115153586313
936,20,"(-0.000964, 0.333]",0.26170136190346494
937,20,"(-0.000964, 0.333]",0.02579227281880995
938,20,"(-0.000964, 0.333]",0.009584804573340964
939,20,"(-0.000964, 0.333]",0.009356270503496368
940,20,"(-0.000964, 0.333]",0.10557636588731775
941,20,"(-0.000964, 0.333]",0.09889606574789139
942,20,"(-0.000964, 0.333]",0.008294908104582695
943,20,"(-0.000964, 0.333]",0.020501270663007214
944,20,"(-0.000964, 0.333]",0.14982597784654822
945,20,"(-0.000964, 0.333]",0.15204975147835337
946,20,"(-0.000964, 0.333]",0.1592374417114315
947,20,"(-0.000964, 0.333]",0.1508418716906289
948,20,"(-0.000964, 0.333]",0.11999336825489022
949,20,"(-0.000964, 0.333]",0.07945097297398203
950,20,"(-0.000964, 0.333]",0.03597386913807142
951,20,"(-0.000964, 0.333]",0.13360539187906253
952,20,"(-0.000964, 0.333]",0.01891527284593262
953,20,"(-0.000964, 0.333]",0.01987207275810874
954,20,"(-0.000964, 0.333]",0.019683886459275993
955,20,"(-0.000964, 0.333]",0.019690418593288336
956,20,"(-0.000964, 0.333]",0.16661779109218133
957,20,"(-0.000964, 0.333]",0.06407557381453002
958,20,"(-0.000964, 0.333]",0.1239919558735578
959,20,"(-0.000964, 0.333]",0.060710846892053576
960,20,"(-0.000964, 0.333]",0.056317361089232666
961,20,"(-0.000964, 0.333]",0.05754770878571076
962,20,"(-0.000964, 0.333]",0.056344901162657966
963,20,"(-0.000964, 0.333]",0.04490249166454987
964,20,"(0.665, 0.998]",0.20392989889130847
965,20,"(0.333, 0.665]",0.26282000395760813
966,20,"(-0.000964, 0.333]",0.13659170186338312
967,20,"(-0.000964, 0.333]",6.28950053951232e-05
968,20,"(-0.000964, 0.333]",0.0
969,20,"(-0.000964, 0.333]",0.0
970,20,"(-0.000964, 0.333]",0.0
971,20,"(-0.000964, 0.333]",0.0
972,20,"(0.665, 0.998]",0.005226779656725991
973,20,"(0.665, 0.998]",0.41141428623925647
974,20,"(-0.000964, 0.333]",0.03865307241404464
975,20,"(-0.000964, 0.333]",0.006530564746184731
976,20,"(-0.000964, 0.333]",0.012609481195736011
977,20,"(-0.000964, 0.333]",0.0
978,20,"(-0.000964, 0.333]",0.0017996855727221406
979,20,"(-0.000964, 0.333]",0.0017963939661857318
980,20,"(0.333, 0.665]",0.18814740085680826
981,20,"(0.333, 0.665]",0.2425728746918572
982,20,"(0.333, 0.665]",0.0
983,20,"(-0.000964, 0.333]",0.04264216606880175
984,20,"(-0.000964, 0.333]",0.06046504038289906
985,20,"(-0.000964, 0.333]",0.025828905171155526
986,20,"(-0.000964, 0.333]",0.0005575279938887935
987,20,"(-0.000964, 0.333]",0.014265577721552835
988,20,"(0.665, 0.998]",0.28106987012815215
989,20,"(0.665, 0.998]",0.268061795347814
990,20,"(0.665, 0.998]",0.397185498214144
991,20,"(0.333, 0.665]",0.08660221843743733
992,20,"(-0.000964, 0.333]",0.006085743985948457
993,20,"(-0.000964, 0.333]",0.007601503561717876
994,20,"(-0.000964, 0.333]",0.0
995,20,"(-0.000964, 0.333]",0.0
996,20,"(0.665, 0.998]",0.0004188490752673669
997,20,"(0.665, 0.998]",0.0004188490752673669
998,20,"(0.665, 0.998]",0.0
999,20,"(0.665, 0.998]",0.0
1000,20,"(0.333, 0.665]",0.0
1001,20,"(0.333, 0.665]",0.010490076263428667
1002,20,"(0.333, 0.665]",0.0059014298622852256
1003,20,"(0.333, 0.665]",0.006911443765156896
1004,20,"(0.333, 0.665]",0.03503130841866947
1005,20,"(0.333, 0.665]",0.03470968720358275
1006,20,"(0.333, 0.665]",0.04275331412168772
1007,20,"(0.333, 0.665]",0.04180059169124567
1008,20,"(0.333, 0.665]",0.07450169704183174
1009,20,"(0.333, 0.665]",0.07147499863531052
1010,20,"(0.333, 0.665]",0.080204877930614
1011,20,"(0.333, 0.665]",0.08404491789198898
1012,20,"(0.665, 0.998]",0.10834389456271545
1013,20,"(0.665, 0.998]",0.07269287560479766
1014,20,"(-0.000964, 0.333]",0.12429217384563244
1015,20,"(-0.000964, 0.333]",0.11301134424252854
1016,20,"(-0.000964, 0.333]",0.053000525045677746
1017,20,"(-0.000964, 0.333]",0.13766874353863026
1018,20,"(-0.000964, 0.333]",0.20664536150725202
1019,20,"(-0.000964, 0.333]",0.17175358881099684
1020,20,"(0.333, 0.665]",0.025281119721971747
1021,20,"(0.333, 0.665]",0.3250336070337773
1022,20,"(-0.000964, 0.333]",0.21233783389225677
1023,20,"(-0.000964, 0.333]",0.0
1024,20,"(-0.000964, 0.333]",0.0
1025,20,"(-0.000964, 0.333]",0.0013583527184926306
1026,20,"(-0.000964, 0.333]",0.0
1027,20,"(-0.000964, 0.333]",0.0
1028,20,"(0.665, 0.998]",0.0
1029,20,"(0.665, 0.998]",0.007011215602508415
1030,20,"(0.665, 0.998]",1.741417795231643e-08
1031,20,"(-0.000964, 0.333]",0.0012359894057143593
1032,20,"(-0.000964, 0.333]",0.053100587519140034
1033,20,"(-0.000964, 0.333]",0.053100587519140034
1034,20,"(-0.000964, 0.333]",0.052594447148612805
1035,20,"(-0.000964, 0.333]",0.052594447148612805
1036,20,"(0.665, 0.998]",0.11399769870730292
1037,20,"(0.333, 0.665]",0.04483056469219025
1038,20,"(0.333, 0.665]",0.1512777422795245
1039,20,"(0.333, 0.665]",0.019312266417751165
1040,20,"(0.333, 0.665]",0.12028595003898468
1041,20,"(0.333, 0.665]",0.04560789662323697
1042,20,"(0.333, 0.665]",0.0
1043,20,"(-0.000964, 0.333]",0.05809612832440401
1044,20,"(0.665, 0.998]",0.21033919135826107
1045,20,"(0.665, 0.998]",0.30727056593779245
1046,20,"(0.333, 0.665]",0.16629600762316638
1047,20,"(0.665, 0.998]",0.011522776030495199
1048,20,"(0.333, 0.665]",0.09749323673195981
1049,20,"(0.333, 0.665]",0.07991828294295528
1050,20,"(-0.000964, 0.333]",0.08851709001037057
1051,20,"(-0.000964, 0.333]",0.0324483180225459
1052,20,"(0.665, 0.998]",0.12420163945538319
1053,20,"(0.665, 0.998]",0.05470948761334982
1054,20,"(0.665, 0.998]",0.06789959891143924
1055,20,"(0.333, 0.665]",0.08001029519560582
1056,20,"(-0.000964, 0.333]",0.006033366962616092
1057,20,"(-0.000964, 0.333]",0.0026112192493130877
1058,20,"(-0.000964, 0.333]",0.0063216049072168925
1059,20,"(-0.000964, 0.333]",0.009248445990278433
1060,20,"(0.665, 0.998]",0.4428131143919738
1061,20,"(0.333, 0.665]",0.33947533368557886
1062,20,"(0.333, 0.665]",0.2998387439557176
1063,20,"(0.333, 0.665]",0.15106974712992927
1064,20,"(0.333, 0.665]",0.14661863945348844
1065,20,"(0.333, 0.665]",0.14963777313542623
1066,20,"(0.333, 0.665]",0.14367971950516106
1067,20,"(0.333, 0.665]",0.14367971950516126
1068,20,"(0.665, 0.998]",0.2770248334379306
1069,20,"(0.333, 0.665]",0.15973831368749047
1070,20,"(0.333, 0.665]",0.03572393888784169
1071,20,"(0.333, 0.665]",0.10917036530169001
1072,20,"(0.333, 0.665]",0.07336286673011394
1073,20,"(-0.000964, 0.333]",0.020433667972645408
1074,20,"(-0.000964, 0.333]",7.967526310606681e-05
