PNS,effect,cause,model
0.2995441464894906,0,7,triangolo_causal_267.uai
0.29085121183695595,0,7,triangolo_causal_298.uai
0.27740184338289897,0,7,triangolo_causal_299.uai
0.30620132412962336,0,7,triangolo_causal_312.uai
0.2990299366492961,0,7,triangolo_causal_306.uai
0.3090730829064218,0,7,triangolo_causal_304.uai
0.2988987123874304,0,7,triangolo_causal_106.uai
0.2967287158357784,0,7,triangolo_causal_264.uai
0.30366107734394315,0,7,triangolo_causal_270.uai
0.26867282100113893,0,7,triangolo_causal_271.uai
0.2930061813708975,0,7,triangolo_causal_113.uai
0.2969295491597398,0,7,triangolo_causal_339.uai
0.3062621215361834,0,7,triangolo_causal_334.uai
0.27922486550745196,0,7,triangolo_causal_320.uai
0.2813606380510457,0,7,triangolo_causal_308.uai
0.28772847393941897,0,7,triangolo_causal_254.uai
0.3009136521730657,0,7,triangolo_causal_283.uai
0.29087948448682366,0,7,triangolo_causal_282.uai
0.3272034048904814,0,7,triangolo_causal_269.uai
0.3532981772836164,0,7,triangolo_causal_255.uai
0.31084380096678,0,7,triangolo_causal_335.uai
0.2671009078031162,0,7,triangolo_causal_135.uai
0.29949940954504994,0,7,triangolo_causal_109.uai
0.2920915621016546,0,7,triangolo_causal_243.uai
0.28231605877333893,0,7,triangolo_causal_281.uai
0.3180803567403002,0,7,triangolo_causal_242.uai
0.3050546856533649,0,7,triangolo_causal_108.uai
0.31240405880478894,0,7,triangolo_causal_134.uai
0.286731201684771,0,7,triangolo_causal_322.uai
0.2874765361113532,0,7,triangolo_causal_332.uai
0.30110387126881305,0,7,triangolo_causal_124.uai
0.2723624060901901,0,7,triangolo_causal_130.uai
0.32173643034959265,0,7,triangolo_causal_252.uai
0.28667894263480415,0,7,triangolo_causal_291.uai
0.3102352646488343,0,7,triangolo_causal_290.uai
0.30844706638114405,0,7,triangolo_causal_247.uai
0.27560520650715736,0,7,triangolo_causal_253.uai
0.28659807373850155,0,7,triangolo_causal_131.uai
0.2804306904251165,0,7,triangolo_causal_125.uai
0.29142746961249777,0,7,triangolo_causal_333.uai
0.2722736676554981,0,7,triangolo_causal_319.uai
0.2887351665093906,0,7,triangolo_causal_331.uai
0.2888413990110048,0,7,triangolo_causal_133.uai
0.30098720182719096,0,7,triangolo_causal_127.uai
0.28748761576488957,0,7,triangolo_causal_279.uai
0.30728755680430486,0,7,triangolo_causal_245.uai
0.30049077071648744,0,7,triangolo_causal_251.uai
0.2776267515348732,0,7,triangolo_causal_286.uai
0.297319879190404,0,7,triangolo_causal_292.uai
0.3024310866296247,0,7,triangolo_causal_287.uai
0.3153473042542062,0,7,triangolo_causal_250.uai
0.2918865412975613,0,7,triangolo_causal_278.uai
0.3081871669148167,0,7,triangolo_causal_126.uai
0.28788015975946724,0,7,triangolo_causal_132.uai
0.29910845846167355,0,7,triangolo_causal_324.uai
0.29390757465429795,0,7,triangolo_causal_318.uai
0.3063524032813053,0,7,triangolo_causal_343.uai
0.29920599315201796,0,7,triangolo_causal_155.uai
0.29022218958185797,0,7,triangolo_causal_141.uai
0.2996367953551171,0,7,triangolo_causal_169.uai
0.28858433166437697,0,7,triangolo_causal_84.uai
0.2946506182086817,0,7,triangolo_causal_90.uai
0.30405729874839466,0,7,triangolo_causal_53.uai
0.3183281014714481,0,7,triangolo_causal_223.uai
0.291918274420435,0,7,triangolo_causal_237.uai
0.2808202033822079,0,7,triangolo_causal_236.uai
0.2989931545710213,0,7,triangolo_causal_52.uai
0.3011741298504883,0,7,triangolo_causal_91.uai
0.29267486017725086,0,7,triangolo_causal_197.uai
0.300705198796979,0,7,triangolo_causal_168.uai
0.3062428188143675,0,7,triangolo_causal_154.uai
0.27983113480094923,0,7,triangolo_causal_342.uai
0.31681115921268893,0,7,triangolo_causal_340.uai
0.32053213328782265,0,7,triangolo_causal_142.uai
0.30010580530397474,0,7,triangolo_causal_156.uai
0.2990791280024141,0,7,triangolo_causal_181.uai
0.3099025854573642,0,7,triangolo_causal_195.uai
0.31759910003458436,0,7,triangolo_causal_87.uai
0.3064552559168234,0,7,triangolo_causal_50.uai
0.2733987175893682,0,7,triangolo_causal_78.uai
0.30633550206392757,0,7,triangolo_causal_220.uai
0.30211881217374026,0,7,triangolo_causal_208.uai
0.3038327340042032,0,7,triangolo_causal_235.uai
0.3234089440511816,0,7,triangolo_causal_79.uai
0.308813758753969,0,7,triangolo_causal_194.uai
0.2891137237429746,0,7,triangolo_causal_143.uai
0.2856523719725059,0,7,triangolo_causal_345.uai
0.31248466921979423,0,7,triangolo_causal_147.uai
0.2731349462581869,0,7,triangolo_causal_184.uai
0.304632199481512,0,7,triangolo_causal_231.uai
0.27488568892356025,0,7,triangolo_causal_225.uai
0.29786916014144776,0,7,triangolo_causal_230.uai
0.26559708660356207,0,7,triangolo_causal_218.uai
0.27200113842982,0,7,triangolo_causal_54.uai
0.30593486304513356,0,7,triangolo_causal_83.uai
0.2767314284382626,0,7,triangolo_causal_185.uai
0.2983508873585749,0,7,triangolo_causal_146.uai
0.2959408065486029,0,7,triangolo_causal_350.uai
0.2953551942650099,0,7,triangolo_causal_344.uai
0.28617403456238283,0,7,triangolo_causal_150.uai
0.30252644108330085,0,7,triangolo_causal_81.uai
0.294585507192952,0,7,triangolo_causal_95.uai
0.2965736910626102,0,7,triangolo_causal_56.uai
0.3295992438330695,0,7,triangolo_causal_233.uai
0.29353483087677507,0,7,triangolo_causal_227.uai
0.32358673775141467,0,7,triangolo_causal_57.uai
0.31622415560776973,0,7,triangolo_causal_94.uai
0.31395170352244534,0,7,triangolo_causal_151.uai
0.3040254784168121,0,7,triangolo_causal_179.uai
0.3298554310410355,0,7,triangolo_causal_347.uai
