,N,dovar,obsvar,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1,lowerbound2,upperbound2
96,6,0,-1,3702,CVE,4.354,3.6064,0.02155946255649712,0.02155946255649712,0.17844053744350288,0.17844053744350288,,
97,6,0,-1,3702,CCVE,165.4392,15.05,0.021559462556497114,0.021559462556497114,0.17844053744350288,0.17844053744350288,,
98,6,0,-1,3702,CCALPeps,843.0618000000001,839.1946,0.0215967413392718,0.021596741339271818,0.17840325866072818,0.1784032586607282,,
99,6,0,-1,4936,CVE,4.247,3.5976,0.0,0.0,0.2,0.2,,
100,6,0,-1,4936,CCVE,171.78500000000003,15.930000000000001,0.0,0.0,0.2,0.2,,
101,6,0,-1,4936,CCALPeps,734.9487999999999,729.8598,0.0003580521958684225,0.0003580521958684229,0.19964194780413158,0.19964194780413158,,
102,6,0,-1,6170,CVE,4.507600000000001,3.7684000000000006,0.06262918030023781,0.06262918030023781,0.1373708196997622,0.1373708196997622,,
103,6,0,-1,6170,CCVE,164.5256,15.291599999999999,0.0626291803002378,0.0626291803002378,0.1373708196997622,0.1373708196997622,,
104,6,0,-1,6170,CCALPeps,794.3118000000001,789.8886,0.06265560644688783,0.0626556064468879,0.1373443935531121,0.13734439355311218,,
105,6,0,-1,7404,CVE,4.4304,3.7223999999999995,0.13695419238104464,0.13695419238104464,0.06304580761895537,0.06304580761895537,,
106,6,0,-1,7404,CCVE,175.2686,15.9616,0.13695419238104464,0.13695419238104464,0.06304580761895537,0.06304580761895537,,
107,6,0,-1,7404,CCALPeps,795.376,791.4252,0.13690434245917774,0.13690434245917776,0.06309565754082225,0.06309565754082228,,
108,6,0,-1,8638,CVE,4.4376,3.6987999999999994,0.11871215499309493,0.11871215499309493,0.08128784500690509,0.08128784500690509,,
109,6,0,-1,8638,CCVE,185.12220000000002,15.1862,0.11871215499309493,0.11871215499309493,0.08128784500690509,0.08128784500690509,,
110,6,0,-1,8638,CCALPeps,790.883,786.8684,0.11870387135455976,0.1187038713545598,0.0812961286454402,0.08129612864544025,,
111,6,0,-1,9872,CVE,4.4494,3.7187999999999994,0.08275102221324662,0.08275102221324662,0.11724897778675336,0.11724897778675336,,
112,6,0,-1,9872,CCVE,172.98139999999998,15.4334,0.08275102221324664,0.08275102221324664,0.11724897778675336,0.11724897778675336,,
113,6,0,-1,9872,CCALPeps,,,,,,,,
114,6,0,-1,11106,CVE,4.2396,3.5412,0.159411478583027,0.159411478583027,0.04058852141697298,0.04058852141697298,,
115,6,0,-1,11106,CCVE,177.6902,15.9054,0.159411478583027,0.159411478583027,0.04058852141697296,0.04058852141697296,,
116,6,0,-1,11106,CCALPeps,919.6202000000001,914.6684000000001,0.15938869574754505,0.15938869574754508,0.040611304252454926,0.04061130425245496,,
117,6,0,-1,12340,CVE,4.869,4.0409999999999995,0.09951200000000002,0.09951200000000002,0.100488,0.100488,,
118,6,0,-1,12340,CCVE,179.5564,14.368,0.09951199999999999,0.09951199999999999,0.10048800000000002,0.10048800000000002,,
119,6,0,-1,12340,CCALPeps,630.3348,626.1196,0.09950431515607665,0.09950431515607669,0.10049568484392331,0.10049568484392335,,
120,7,0,-1,1234,CVE,4.8754,4.2664,0.014250620923882542,0.014250620923882542,0.18574937907611747,0.18574937907611747,,
121,7,0,-1,1234,CCVE,213.9288,36.869,0.014250620923882545,0.014250620923882545,0.18574937907611747,0.18574937907611747,,
122,7,0,-1,1234,CCALPeps,952.0120000000001,947.702,0.014275005298650398,0.014275005298650409,0.1857249947013496,0.1857249947013496,,
123,7,0,-1,2468,CVE,5.4122,4.7170000000000005,0.03338728119441274,0.03338728119441274,0.16661271880558728,0.16661271880558728,,
124,7,0,-1,2468,CCVE,226.0236,44.138000000000005,0.033387281194412755,0.033387281194412755,0.16661271880558723,0.16661271880558723,,
125,7,0,-1,2468,CCALPeps,914.6582000000001,910.476,0.03348322355841758,0.03348322355841761,0.1665167764415824,0.16651677644158241,,
126,7,0,-1,3702,CVE,5.264999999999999,4.5004,0.021426344541730556,0.021426344541730556,0.17857365545826945,0.17857365545826945,,
127,7,0,-1,3702,CCVE,207.10280000000003,34.2574,0.021426344541730546,0.021426344541730546,0.17857365545826942,0.17857365545826942,,
128,7,0,-1,3702,CCALPeps,1072.5922,1067.925,0.02146354395860362,0.021463543958603643,0.17853645604139637,0.1785364560413964,,
129,7,0,-1,4936,CVE,5.8056,5.0562000000000005,0.1340661027235675,0.1340661027235675,0.06593389727643251,0.06593389727643251,,
130,7,0,-1,4936,CCVE,212.62939999999998,34.1308,0.13406610272356748,0.13406610272356748,0.06593389727643252,0.06593389727643252,,
131,7,0,-1,4936,CCALPeps,979.4778,975.442,0.1340486114522646,0.13404861145226465,0.06595138854773534,0.0659513885477354,,
132,7,0,-1,6170,CVE,5.4994,4.7208,0.06262918030023781,0.06262918030023781,0.13737081969976217,0.13737081969976217,,
133,7,0,-1,6170,CCVE,213.57160000000005,41.3276,0.0626291803002378,0.0626291803002378,0.1373708196997622,0.1373708196997622,,
134,7,0,-1,6170,CCALPeps,1145.244,1141.1209999999999,0.06266660446676207,0.06266660446676216,0.13733339553323784,0.13733339553323792,,
135,7,0,-1,7404,CVE,5.3064,4.6032,0.13823559334727,0.13823559334727,0.06176440665273002,0.06176440665273002,,
136,7,0,-1,7404,CCVE,215.23459999999994,39.04019999999999,0.13823559334726998,0.13823559334726998,0.06176440665273001,0.06176440665273001,,
137,7,0,-1,7404,CCALPeps,1038.9635999999998,1034.754,0.13818796109007,0.1381879610900701,0.06181203890992992,0.06181203890992999,,
138,7,0,-1,8638,CVE,5.695399999999999,4.8614,0.09018745410176564,0.09018745410176564,0.10981254589823437,0.10981254589823437,,
139,7,0,-1,8638,CCVE,212.99319999999997,35.9396,0.09018745410176562,0.09018745410176562,0.10981254589823437,0.10981254589823437,,
140,7,0,-1,8638,CCALPeps,1122.5256000000002,1118.1784,0.09019648314864473,0.09019648314864478,0.10980351685135521,0.10980351685135528,,
141,7,0,-1,9872,CVE,5.165,4.404999999999999,0.0,0.0,0.2,0.2,,
142,7,0,-1,9872,CCVE,205.32739999999998,32.1802,0.0,0.0,0.2,0.2,,
143,7,0,-1,9872,CCALPeps,,,,,,,,
144,7,0,-1,11106,CVE,5.676800000000001,4.9078,0.15894212556455062,0.15894212556455062,0.04105787443544935,0.04105787443544935,,
145,7,0,-1,11106,CCVE,211.666,35.7178,0.15894212556455065,0.15894212556455065,0.04105787443544933,0.04105787443544933,,
146,7,0,-1,11106,CCALPeps,1009.9992,1005.876,0.15891478253115415,0.15891478253115418,0.04108521746884582,0.04108521746884586,,
147,7,0,-1,12340,CVE,5.9192,5.078799999999999,0.09951199999999999,0.09951199999999999,0.100488,0.100488,,
148,7,0,-1,12340,CCVE,212.4228,34.138000000000005,0.099512,0.099512,0.100488,0.100488,,
149,7,0,-1,12340,CCALPeps,915.0631999999999,911.0382,0.09950431515607665,0.09950431515607669,0.10049568484392331,0.10049568484392335,,
150,8,0,-1,1234,CVE,8.2582,7.458,0.162567616971626,0.162567616971626,0.027750490059608186,0.027750490059608186,0.009681892968765815,0.009681892968765815
151,8,0,-1,1234,CCVE,277.9334,74.72240000000001,0.16256761697162597,0.16256761697162597,0.027750490059608186,0.027750490059608186,0.009681892968765817,0.009681892968765817
152,8,0,-1,1234,CCALPeps,1720.0220000000002,1715.6655999999998,0.162494716450369,0.16249471645036903,0.027793901318641123,0.027793901318641144,0.009711382230989832,0.009711382230989843
153,8,0,-1,2468,CVE,7.625800000000001,6.859999999999999,0.01655364797477942,0.01655364797477942,0.021349045762776398,0.021349045762776398,0.16209730626244417,0.16209730626244417
154,8,0,-1,2468,CCVE,271.96079999999995,72.28200000000001,0.016553647974779432,0.016553647974779432,0.02134904576277641,0.02134904576277641,0.16209730626244417,0.16209730626244417
155,8,0,-1,2468,CCALPeps,1762.9036,1758.5804,0.016582509618934795,0.01658250961893482,0.02142921159209723,0.021429211592097257,0.16198827878896793,0.161988278788968
156,8,0,-1,3702,CVE,7.044,6.273000000000001,0.17901499456977166,0.17901499456977166,0.014500110412836234,0.014500110412836234,0.006484895017392113,0.006484895017392113
157,8,0,-1,3702,CCVE,261.6204,69.80820000000001,0.17901499456977166,0.17901499456977166,0.014500110412836234,0.014500110412836234,0.006484895017392113,0.006484895017392113
158,8,0,-1,3702,CCALPeps,2244.2429999999995,2239.9875999999995,0.17898930107056743,0.17898930107056743,0.014513513927273935,0.014513513927273935,0.006497185002158634,0.006497185002158634
159,8,0,-1,4936,CVE,8.110000000000001,7.320399999999999,0.07918954382054089,0.07918954382054089,0.020585464395631248,0.020585464395631248,0.10022499178382786,0.10022499178382786
160,8,0,-1,4936,CCVE,272.8526,84.1646,0.07918954382054091,0.07918954382054091,0.020585464395631248,0.020585464395631248,0.10022499178382786,0.10022499178382786
161,8,0,-1,4936,CCALPeps,2041.4612000000002,2036.7632,0.0791902778112088,0.07919027781120888,0.020604690935478044,0.020604690935478086,0.10020503125331304,0.10020503125331312
162,8,0,-1,6170,CVE,7.878400000000001,7.114199999999999,0.11800000000000002,0.11800000000000002,0.044036000000000006,0.044036000000000006,0.037964,0.037964
163,8,0,-1,6170,CCVE,269.8102,78.40039999999999,0.11800000000000002,0.11800000000000002,0.044035999999999985,0.044035999999999985,0.037964000000000005,0.037964000000000005
164,8,0,-1,6170,CCALPeps,2442.2798,2438.2308,0.1179846030793841,0.11798460307938416,0.044040332086464545,0.04404033208646459,0.03797506483415128,0.03797506483415132
165,8,0,-1,7404,CVE,8.6144,7.878,0.0193968,0.0193968,0.03907399999999999,0.03907399999999999,0.1415292,0.1415292
166,8,0,-1,7404,CCVE,269.0888,77.2096,0.019396800000000002,0.019396800000000002,0.039074,0.039074,0.14152919999999997,0.14152919999999997
167,8,0,-1,7404,CCALPeps,2093.8689999999997,2088.4926,0.019422824492913777,0.0194228244929138,0.039116828053008784,0.039116828053008826,0.14146034745407737,0.14146034745407746
168,8,0,-1,8638,CVE,7.7462,6.984999999999999,0.0660270689165929,0.0660270689165929,0.08984331461465625,0.08984331461465625,0.04412961646875084,0.04412961646875084
169,8,0,-1,8638,CCVE,262.5096,74.394,0.06602706891659291,0.06602706891659291,0.08984331461465626,0.08984331461465626,0.04412961646875084,0.04412961646875084
170,8,0,-1,8638,CCALPeps,1956.6991999999998,1952.4262000000003,0.06602645041014484,0.06602645041014489,0.08983700446439849,0.08983700446439855,0.04413654512545662,0.04413654512545666
171,8,0,-1,9872,CVE,6.891800000000001,6.123399999999999,0.10837354970912401,0.10837354970912401,0.0764869953546094,0.0764869953546094,0.015139454936266627,0.015139454936266627
172,8,0,-1,9872,CCVE,261.47020000000003,70.9482,0.10837354970912397,0.10837354970912397,0.07648699535460941,0.07648699535460941,0.01513945493626663,0.01513945493626663
173,8,0,-1,9872,CCALPeps,,,,,,,,
174,8,0,-1,11106,CVE,7.0348,6.304600000000001,0.025947788734287807,0.025947788734287807,0.141240090485176,0.141240090485176,0.03281212078053623,0.03281212078053623
175,8,0,-1,11106,CCVE,272.57579999999996,79.36439999999999,0.025947788734287807,0.025947788734287807,0.14124009048517597,0.14124009048517597,0.03281212078053622,0.03281212078053622
176,8,0,-1,11106,CCALPeps,1951.2024000000001,1946.5603999999998,0.025971519936941558,0.025971519936941596,0.14120007827600084,0.14120007827600092,0.03282840178705754,0.03282840178705757
177,8,0,-1,12340,CVE,8.0036,7.234599999999999,0.09151640827912476,0.09151640827912476,0.08837714583086932,0.08837714583086932,0.020106445890005917,0.020106445890005917
178,8,0,-1,12340,CCVE,276.4714,82.23780000000001,0.09151640827912477,0.09151640827912477,0.08837714583086932,0.08837714583086932,0.020106445890005913,0.020106445890005913
179,8,0,-1,12340,CCALPeps,,,,,,,,
180,9,0,-1,1234,CVE,18.2266,17.3938,0.03717750400000001,0.03717750400000001,0.028653984,0.028653984,0.13416851200000002,0.13416851200000002
181,9,0,-1,1234,CCVE,457.9084,255.1008,0.037177504000000014,0.037177504000000014,0.028653984000000004,0.028653984000000004,0.13416851200000005,0.13416851200000005
182,9,0,-1,1234,CCALPeps,1843.493,1838.7446,0.03719155160511906,0.037191551605119104,0.028682829621139633,0.02868282962113968,0.1341256187737412,0.1341256187737413
183,9,0,-1,2468,CVE,17.1852,16.418,0.008691590881778581,0.008691590881778581,0.011620336037812946,0.011620336037812946,0.17968807308040846,0.17968807308040846
184,9,0,-1,2468,CCVE,425.186,225.1446,0.008691590881778585,0.008691590881778585,0.01162033603781295,0.01162033603781295,0.1796880730804085,0.1796880730804085
185,9,0,-1,2468,CCALPeps,2521.2120000000004,2515.5008,0.008728851489087471,0.008728851489087482,0.011654703581241415,0.01165470358124143,0.17961644492967108,0.17961644492967113
186,9,0,-1,3702,CVE,17.637,16.825,0.04887376555852817,0.04887376555852817,0.007026572737205623,0.007026572737205623,0.14409966170426622,0.14409966170426622
187,9,0,-1,3702,CCVE,461.7514,270.4566,0.04887376555852816,0.04887376555852816,0.007026572737205623,0.007026572737205623,0.14409966170426622,0.14409966170426622
188,9,0,-1,3702,CCALPeps,2230.3788,2225.7138000000004,0.04889018115194237,0.04889018115194243,0.007042273480328496,0.007042273480328503,0.14406754536772906,0.14406754536772914
189,9,0,-1,4936,CVE,17.9878,17.2726,0.11127747539429207,0.11127747539429207,0.07666973393463537,0.07666973393463537,0.012052790671072545,0.012052790671072545
