,N,dovar,obsvar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
317,8,0,-1,7404,6,CCALPeps,1138.386,1134.1806,0.18764948223686054,0.1878940550441744,0.012105944955825577,0.012350517763139416
318,8,0,-1,8638,6,CVE,4.6484,4.0046,0.06386,0.06386,0.13613999999999998,0.13613999999999998
319,8,0,-1,8638,6,CCVE,134.4994,35.6452,0.06386,0.06386,0.13613999999999998,0.13613999999999998
320,8,0,-1,8638,6,CCALPeps,1548.1570000000006,1543.7402000000006,0.06386405139032507,0.06386531069574222,0.1361346893042578,0.13613594860967496
321,8,0,-1,9872,6,CVE,4.6088000000000005,3.9942,0.15269445212240867,0.15269445212240867,0.047305547877591315,0.047305547877591315
322,8,0,-1,9872,6,CCVE,147.6892,35.3928,0.14937848963474826,0.15411854886475812,0.045881451135241856,0.05062151036525173
323,8,0,-1,9872,6,CCALPeps,1204.6516,1200.5914,0.150341432531208,0.15310208740548018,0.04689791259451983,0.04965856746879198
324,8,0,-1,11106,6,CVE,4.5324,3.9596,0.12780498753808472,0.12780498753808472,0.07219501246191527,0.07219501246191527
325,8,0,-1,11106,6,CCVE,188.8332,79.9306,0.12322959346958062,0.15274436710056982,0.04725563289943016,0.07677040653041939
326,8,0,-1,11106,6,CCALPeps,1786.7760000000005,1782.4270000000001,0.12754313606798626,0.1485857150667508,0.05141428493324921,0.07245686393201377
327,8,0,-1,12340,6,CVE,4.565600000000001,3.9592,0.05326946542404545,0.05326946542404545,0.14673053457595456,0.14673053457595456
328,8,0,-1,12340,6,CCVE,166.02380000000005,51.6672,0.05212085204260082,0.05569106006585064,0.14430893993414934,0.14787914795739918
329,8,0,-1,12340,6,CCALPeps,1518.3606,1514.1532,0.05213341839319703,0.05569881238864538,0.14430118761135466,0.14786658160680294
360,9,0,-1,1234,6,CVE,6.3916,5.810599999999999,0.12582546134646827,0.12582546134646827,0.07417453865353174,0.07417453865353174
361,9,0,-1,1234,6,CCVE,226.7116,104.568,0.12582546134646827,0.12582546134646827,0.07417453865353177,0.07417453865353177
362,9,0,-1,1234,6,CCALPeps,1884.215,1879.8192,0.12580684417019306,0.12581195500978198,0.07418804499021801,0.07419315582980694
363,9,0,-1,2468,6,CVE,6.5710000000000015,6.0230000000000015,0.06829926650845303,0.06829926650845303,0.13170073349154698,0.13170073349154698
364,9,0,-1,2468,6,CCVE,223.8412,99.762,0.06829926650845303,0.06829926650845303,0.13170073349154698,0.13170073349154698
365,9,0,-1,2468,6,CCALPeps,2060.5782,2056.2242,0.06828908299692102,0.068292197720577,0.131707802279423,0.13171091700307894
366,9,0,-1,3702,6,CVE,6.290799999999999,5.7244,0.04070869365601168,0.04070869365601168,0.1592913063439883,0.1592913063439883
367,9,0,-1,3702,6,CCVE,,,,,,
368,9,0,-1,3702,6,CCALPeps,2020.5026,2016.203,0.04059411135041199,0.04433793922300015,0.15566206077699984,0.159405888649588
369,9,0,-1,4936,6,CVE,6.4566,5.876799999999999,0.1390674,0.1390674,0.06093259999999999,0.06093259999999999
370,9,0,-1,4936,6,CCVE,232.8578,109.6362,0.1390674,0.1390674,0.0609326,0.0609326
371,9,0,-1,4936,6,CCALPeps,2252.7424,2248.4782000000005,0.13904547559662367,0.13904736622110528,0.060952633778894726,0.06095452440337633
372,9,0,-1,6170,6,CVE,7.327000000000001,6.7525999999999975,0.19260424278764976,0.19260424278764976,0.007395757212350247,0.007395757212350247
373,9,0,-1,6170,6,CCVE,248.8226,121.8008,0.19260424278764976,0.19260424278764976,0.0073957572123502435,0.0073957572123502435
374,9,0,-1,6170,6,CCALPeps,2148.4656,2143.9386000000004,0.19258540835734125,0.19258573834120288,0.007414261658797128,0.007414591642658786
375,9,0,-1,7404,6,CVE,6.882600000000001,6.353399999999999,0.1881484465654593,0.1881484465654593,0.011851553434540687,0.011851553434540687
376,9,0,-1,7404,6,CCVE,,,,,,
377,9,0,-1,7404,6,CCALPeps,1712.9296000000006,1708.2696,0.187917418498906,0.18817250401462726,0.011827495985372695,0.012082581501094002
378,9,0,-1,8638,6,CVE,6.634,6.0950000000000015,0.06385999999999999,0.06385999999999999,0.13613999999999998,0.13613999999999998
379,9,0,-1,8638,6,CCVE,204.4396,87.69,0.06386,0.06386,0.13614,0.13614
380,9,0,-1,8638,6,CCALPeps,2139.6066,2134.9806,0.06386405139032504,0.06386531069574221,0.1361346893042578,0.13613594860967498
381,9,0,-1,9872,6,CVE,6.2978000000000005,5.7068,0.15283247742517442,0.15283247742517442,0.04716752257482562,0.04716752257482562
382,9,0,-1,9872,6,CCVE,267.4918,146.3094,0.1495041131764051,0.1542619003157117,0.04573809968428831,0.05049588682359489
383,9,0,-1,9872,6,CCALPeps,2086.5224000000007,2082.329,0.1504708656786395,0.15324186208668494,0.046758137913315054,0.049529134321360524
384,9,0,-1,11106,6,CVE,6.697,6.1278000000000015,0.12631617637814535,0.12631617637814535,0.07368382362185462,0.07368382362185462
385,9,0,-1,11106,6,CCVE,220818.4662,220698.16660000003,0.12183247356002015,0.1512246838427484,0.048775316157251634,0.07816752643997986
386,9,0,-1,11106,6,CCALPeps,2241.5802,2237.1714,0.12605835390946346,0.14706156315345864,0.05293843684654136,0.07394164609053658
387,9,0,-1,12340,6,CVE,6.0482,5.4293999999999984,0.05277505120143272,0.05277505120143272,0.1472249487985673,0.1472249487985673
388,9,0,-1,12340,6,CCVE,inf,inf,,,,
389,9,0,-1,12340,6,CCALPeps,2280.9912,2275.9594,0.05160017022941708,0.05529962359111109,0.14470037640888891,0.14839982977058291
420,10,0,-1,1234,6,CVE,7.9676,7.318,0.03316982494881547,0.03316982494881547,0.16683017505118453,0.16683017505118453
421,10,0,-1,1234,6,CCVE,263.8072,149.2482,0.033169824948815436,0.033169824948815436,0.1668301750511845,0.1668301750511845
