,N,dovar,obsvar,seed,exovarsize,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,1234,6,CVE,2.169,1.7187999999999999,0.029000653167864144,0.029000653167864144,0.17099934683213586,0.17099934683213586
1,3,0,-1,1234,6,CCVE,69.07059999999998,3.8536,0.029000653167864147,0.029000653167864147,0.17099934683213586,0.17099934683213586
2,3,0,-1,1234,6,CCALPeps,357.13100000000003,354.89160000000004,0.029028010742833277,0.02903091924907959,0.1709690807509204,0.17097198925716672
3,3,0,-1,2468,6,CVE,2.4542,2.0094000000000003,0.191929746554024,0.191929746554024,0.008070253445975988,0.008070253445975988
4,3,0,-1,2468,6,CCVE,64.5694,3.6651999999999996,0.191929746554024,0.191929746554024,0.008070253445975988,0.008070253445975988
5,3,0,-1,2468,6,CCALPeps,335.021,332.70860000000005,0.19191601524164376,0.191919019175092,0.008080980824908001,0.008083984758356248
6,3,0,-1,3702,6,CVE,2.2702,1.8542,0.1894829097283085,0.1894829097283085,0.010517090271691497,0.010517090271691497
7,3,0,-1,3702,6,CCVE,79.65200000000002,16.2496,0.002296555167249126,0.19651264167393198,0.0034873583260680028,0.19770344483275087
8,3,0,-1,3702,6,CCALPeps,334.3482,332.1842,0.002386034632197845,0.1964599781049675,0.003540021895032508,0.19761396536780215
9,3,0,-1,4936,6,CVE,2.1879999999999997,1.7240000000000002,0.040119760479041915,0.040119760479041915,0.1598802395209581,0.1598802395209581
10,3,0,-1,4936,6,CCVE,61.985,3.9601999999999995,0.040119760479041915,0.040119760479041915,0.1598802395209581,0.1598802395209581
11,3,0,-1,4936,6,CCALPeps,323.0828,320.89860000000004,0.040141033401260295,0.04016427218325088,0.1598357278167491,0.15985896659873972
12,3,0,-1,6170,6,CVE,2.1652,1.7154,0.010589754627636675,0.010589754627636675,0.18941024537236334,0.18941024537236334
13,3,0,-1,6170,6,CCVE,63.6804,4.2066,0.010589754627636675,0.010589754627636675,0.18941024537236334,0.18941024537236334
14,3,0,-1,6170,6,CCALPeps,341.00539999999995,338.46720000000005,0.010597277624831028,0.010598414345572505,0.1894015856544275,0.18940272237516897
15,3,0,-1,7404,6,CVE,2.1098,1.7546000000000004,0.19896467722289893,0.19896467722289893,0.0010353227771010963,0.0010353227771010963
16,3,0,-1,7404,6,CCVE,98.004,36.573,0.19472049689440993,0.2,0.0,0.0052795031055900615
17,3,0,-1,7404,6,CCALPeps,338.39480000000003,335.976,0.19471026496729585,0.1999788728819327,2.1127118067298945e-05,0.005289735032704157
18,3,0,-1,8638,6,CVE,2.1246,1.6896,0.0008714054525084029,0.0008714054525084029,0.1991285945474916,0.1991285945474916
19,3,0,-1,8638,6,CCVE,66.4416,4.3104,0.0008714054525084033,0.0008714054525084033,0.1991285945474916,0.1991285945474916
20,3,0,-1,8638,6,CCALPeps,350.2254,347.8782,0.0008741881533313442,0.0008746017653040603,0.19912539823469594,0.19912581184666867
21,3,0,-1,9872,6,CVE,2.0308,1.6738,0.013807165744247011,0.013807165744247011,0.186192834255753,0.186192834255753
22,3,0,-1,9872,6,CCVE,69.1908,7.682600000000001,0.006936923752378164,0.04936097699517182,0.15063902300482818,0.1930630762476218
23,3,0,-1,9872,6,CCALPeps,311.9282,309.60880000000003,0.006985100171694502,0.049364114617092204,0.15063588538290779,0.1930148998283055
24,3,0,-1,11106,6,CVE,2.1428,1.7578,0.011606991345664347,0.011606991345664347,0.18839300865433567,0.18839300865433567
