,N,dovar,obsvar,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1,lowerbound2,upperbound2
170,13,0,-1,8638,CCALPeps,10499.898,10493.470599999999,0.03432784456296782,0.0355766154819719,0.03824201044895131,0.03831741836637961,0.12610596969939997,0.1274301415222434
171,13,0,-1,9872,CVE,114.641,113.9854,0.008419449273259884,0.008419449273259884,0.018134066845443098,0.018134066845443098,0.17344648388129705,0.17344648388129705
172,13,0,-1,9872,CCVE,inf,inf,,,,,,
173,13,0,-1,9872,CCALPeps,9397.1002,9391.8332,0.00843510640520636,0.00844191126463084,0.018140420491185368,0.018162666244506694,0.1733954433676447,0.17342447310360828
174,13,0,-1,11106,CVE,111.69919999999999,111.08399999999999,0.008356415999999997,0.008356415999999997,0.03862759199999999,0.03862759199999999,0.15301599200000002,0.15301599200000002
175,13,0,-1,11106,CCVE,,,,,,,,
176,13,0,-1,11106,CCALPeps,9119.918599999999,9114.324400000001,0.008415135864646282,0.008415197042351729,0.03862708683770693,0.03862710004652977,0.15295771611994116,0.15295776408882408
177,13,0,-1,12340,CVE,106.66980000000001,106.04199999999999,0.03878311808545208,0.03878311808545208,0.03690533688736431,0.03690533688736431,0.1243115450271836,0.1243115450271836
178,13,0,-1,12340,CCVE,,,,,,,,
179,13,0,-1,12340,CCALPeps,7082.485000000001,7076.4962,0.03879137289926719,0.03879330615102367,0.036902345961557094,0.036936041425442864,0.12427065242353345,0.1243062811391757
180,15,0,-1,1234,CVE,398.67359999999996,398.09819999999996,0.13075748258671122,0.13075748258671122,0.06924251741328881,0.06924251741328881,,
181,15,0,-1,1234,CCVE,16038.369,15863.1198,0.1307574825867112,0.1307574825867112,0.06924251741328882,0.06924251741328882,,
182,15,0,-1,1234,CCALPeps,6644.1602,6638.080400000001,0.13073768392263185,0.1307376865997086,0.06926231340029139,0.06926231607736814,,
183,15,0,-1,2468,CVE,379.0178,378.451,0.0303614795246058,0.0303614795246058,0.1696385204753942,0.1696385204753942,,
184,15,0,-1,2468,CCVE,15856.068,15691.9318,0.030361479524605793,0.030361479524605793,0.1696385204753942,0.1696385204753942,,
185,15,0,-1,2468,CCALPeps,8089.241800000001,8083.145199999999,0.03039337003348492,0.03039337310216107,0.16960662689783895,0.16960662996651507,,
186,15,0,-1,3702,CVE,361.31140000000005,360.7524,0.05962517620423176,0.05962517620423176,0.14037482379576824,0.14037482379576824,,
187,15,0,-1,3702,CCVE,18009.1336,17810.2018,0.023730917845997238,0.0646853401715683,0.13531465982843172,0.17626908215400278,,
188,15,0,-1,3702,CCALPeps,6563.6305999999995,6557.5022,0.02729044239628029,0.06118146140070604,0.13881853859929397,0.1727095576037197,,
189,15,0,-1,4936,CVE,388.7338,388.1994000000001,0.12828662261313203,0.12828662261313203,0.07171337738686794,0.07171337738686794,,
190,15,0,-1,4936,CCVE,,,,,,,,
191,15,0,-1,4936,CCALPeps,7229.767600000001,7223.7166,0.12824531596181518,0.12824939599624147,0.07175060400375852,0.07175468403818482,,
192,15,0,-1,6170,CVE,382.01560000000006,381.44460000000004,0.19093467056446367,0.19093467056446367,0.009065329435536309,0.009065329435536309,,
193,15,0,-1,6170,CCVE,16264.114800000001,16079.800399999998,0.19093467056446367,0.19093467056446367,0.009065329435536309,0.009065329435536309,,
