file,pns_l_Dobs+Dx+Dxb ,pns_l_Dobs+Dxb,pns_l_Dx,pns_l_Dx+Dxb,pns_l_Dxb,pns_u_Dobs+Dx+Dxb ,pns_u_Dobs+Dxb,pns_u_Dx,pns_u_Dx+Dxb,pns_u_Dxb
../output/hybrid/synthetic/s12/random_mc2_n5_mid3_d1000_05_mr098_r10_95_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,,,,,4.826132929178355e-109,,,,,0.0305629870717835
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_100_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.1706474018293058,0.1860647535063801,0.1382786616748208,0.1468149295823884,0.1056985132177737,0.2609779643632985,0.291138808244861,0.2463693449972483,0.2407040015587322,0.7878748811579794
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_100_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.1815998764223606,0.2010366298848209,0.1382786616748208,0.1345261076106523,0.1511860722459737,0.27090693759057,0.2921934569452101,0.2463693449972483,0.2563487534429461,0.2815709797759572
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_12_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,1.6901379700970016e-05,2.138353713157222e-05,3.7021551526200373e-07,3.7747241779655366e-10,1.6014493312429305e-19,0.0437013065065317,0.0481933552809052,0.0299944058021304,0.0411568718281389,0.600999915060264
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_12_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.0001773780888377201,0.00023325409592934315,3.7021551526200373e-07,2.5756055184833194e-08,0.0002875320062750706,0.0455779460679119,0.0553695831510263,0.0299944058021304,0.0437964897177035,0.0447269151665891
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_21_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,7.735780729897039e-06,1.859711453414916e-05,6.553675639220498e-06,1.3617417378218925e-05,5.123507383009324e-10,0.1309084997993124,0.1173389786195175,0.1456503966886626,0.1403351791558983,0.4294735752172651
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_22_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.0275393102714628,0.0359690155750257,0.0313781715496436,0.0357705642778286,4.033386641580449e-06,0.1501428151739838,0.1534535736433957,0.1492131854525656,0.1506253489993598,0.1936466127411864
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_28_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.3688645513316817,0.3593662003211789,0.3900000000005565,0.3915020007710104,0.1914285679687417,0.5558541540837767,0.540763160942095,0.5799999998977878,0.5817126803297687,0.7919960412138136
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_28_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.3710645655510135,0.3626837460275507,0.3900000000005565,0.3882679691346582,0.3861046912315905,0.5643053840058777,0.5581059334076668,0.5799999998977878,0.584611801814116,0.5898845559528885
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_2_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,8.153326712320603e-07,6.450706270248413e-06,4.748448390556023e-06,0.0003807893404303154,0.0044823605574549,0.2375849865833139,0.2188847683039771,0.249725982816168,0.2498739354323668,0.3459236883084222
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_30_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.4997290070119742,0.4958407286003306,0.518142154297229,0.4890044583459672,0.0002919956865548569,0.5797998125136234,0.5841561522130359,0.5756761064883149,0.5702769614370558,0.5720639728594002
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_30_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.4981712885579,0.4891307151782678,0.518142154297229,0.493784810873971,0.4563541918310441,0.5718333757819151,0.5718387026276792,0.5756761064883149,0.5618031160081521,0.5765051156332256
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_38_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.0032834312296785,0.0037149938722971,0.0029134208471417,0.0029459857075105,0.0022765892090298,0.0273287495811867,0.0283084087650593,0.0246643573922026,0.025579756428919,0.0518705840759208
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_38_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.0031045760428156,0.003076599356027,0.0029134208471417,0.0027543160674756,0.0022930876602522,0.0273874954665129,0.0287909633376324,0.0246643573922026,0.0251936667066449,0.0260954696195802
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_42_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.2965414664213546,0.2734375429739747,0.3311386024733558,0.3212345926673087,0.0003157691456087259,0.5029808459128848,0.4938581060289383,0.5220420264105321,0.5245439345290599,0.580304840485914
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_42_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.3029840605667703,0.286714143822751,0.3311386024733558,0.321951624063843,0.3102736292330316,0.5032679952331732,0.4954721379066871,0.5220420264105321,0.5188847707948735,0.5126354312945917
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_52_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.0458326342151061,0.0556274327476331,0.0577032447002927,0.044879970556365,0.0024519194179707,0.3491731578673589,0.3362399965517558,0.3258417847231455,0.3136844691584222,0.662880220810495
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_60_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,,,,0.0109421644035407,0.0087883161941962,,,,0.031076698175632,0.4567523141069234
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_68_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,2.2237592964181243e-08,1.4817105860077605e-05,2.967294832495257e-06,4.434855796188837e-06,5.7551627472317335e-05,0.1567457063230885,0.1497371842268912,0.1729989407394955,0.1664942480065919,0.165884093066839
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_68_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,3.8303189022058564e-08,2.3099214391170243e-05,2.967294832495257e-06,6.475863145689652e-06,3.9109502392154454e-08,0.1567704496825697,0.1482947398389944,0.1729989407394955,0.1648099783227205,0.1571037539009087
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_75_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.0219520079622729,0.0251434645330392,0.0160636284508202,0.01964577094695,2.935931885835306e-05,0.137771830709833,0.1444188128819325,0.1310716981464891,0.1341496720043271,0.5442294801366946
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_91_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.006979974246663,0.0002312219893783645,0.0110990344167513,0.0125181730155016,0.0024292491178783,0.0964359166123286,0.2963393208220109,0.0977103373065706,0.0988730515193945,0.4822802108846305
../output/hybrid/synthetic/s12/random_mc2_n6_mid3_d1000_05_mr098_r10_91_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.0011320758338727,0.00019706574815395931,0.0110990344167513,0.0005106057482251011,0.00025146255381596134,0.0943869349781213,0.0922695344781876,0.0977103373065706,0.0950762688993065,0.0985065322107383
../output/hybrid/synthetic/s12/random_mc2_n7_mid3_d1000_05_mr098_r10_22_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.4147154539162682,0.4317228170466656,0.4105400391953544,0.4113432538263499,0.0008123583525543453,0.6048716808589133,0.6123310431629991,0.6073908582429329,0.6039915591053169,0.7254414207927069
../output/hybrid/synthetic/s12/random_mc2_n7_mid3_d1000_05_mr098_r10_22_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.419629512564579,0.4344043885966914,0.4105400391953544,0.4171245446702729,0.288871861060016,0.6083281928820028,0.6153296105809519,0.6073908582429329,0.6074712008603642,0.6115358769342238
../output/hybrid/synthetic/s12/random_mc2_n7_mid3_d1000_05_mr098_r10_24_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,5.32171236154036e-05,2.7887537616189416e-06,1.4973563970130366e-06,0.00028830395748673265,3.2836934021736667e-06,0.0702880364800464,0.0633419751294756,0.0712730249661388,0.0724861450524615,0.2939485025989042
../output/hybrid/synthetic/s12/random_mc2_n7_mid3_d1000_05_mr098_r10_46_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,,,,,0.0085760342908036,,,,,0.1225764933482979
../output/hybrid/synthetic/s12/random_mc2_n7_mid3_d1000_05_mr098_r10_49_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.0442479976724294,0.0311371420907453,0.0656669190723281,0.0416870957942711,2.890326917655228e-05,0.4070586263609745,0.4151755263233158,0.4363284744677017,0.4370515573141565,0.4035427638720512
../output/hybrid/synthetic/s12/random_mc2_n7_mid3_d1000_05_mr098_r10_95_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps025_0.csv,0.0053700824394275,0.0103811921192955,0.0039684310950806,0.0033276517971513,0.0026878165935524,0.3279242857632185,0.3047568001448804,0.3007620863536175,0.301188841555538,0.2804315613706998
../output/hybrid/synthetic/s12/random_mc2_n7_mid3_d1000_05_mr098_r10_95_uai_kl_th00_mIter500_wtrue_x300_lpfalse_tps075_0.csv,0.0041077302654092,0.0062314246783029,0.0039684310950806,0.0028583757849511,0.0010656367417463,0.3324763288930263,0.3109305920592533,0.3007620863536175,0.307725191605281,0.3206068249621262
