PNS,effect,cause,model
0.0702409345239982,0,9,triangolo_biassoft_8.uai
0.10679295028350891,0,9,triangolo_biassoft_161.uai
0.08707834236620268,0,9,triangolo_biassoft_160.uai
0.06127531683360191,0,9,triangolo_biassoft_176.uai
0.09465371621557701,0,9,triangolo_biassoft_162.uai
0.08822488421006738,0,9,triangolo_biassoft_200.uai
0.09109891023124062,0,9,triangolo_biassoft_188.uai
0.043929091156465816,0,9,triangolo_biassoft_198.uai
0.04034639751890407,0,9,triangolo_biassoft_172.uai
0.10245420300906445,0,9,triangolo_biassoft_164.uai
0.09360923999488605,0,9,triangolo_biassoft_170.uai
0.052811865662726276,0,9,triangolo_biassoft_49.uai
0.11774589731487575,0,9,triangolo_biassoft_48.uai
0.03296340775079581,0,9,triangolo_biassoft_171.uai
0.051007785885288856,0,9,triangolo_biassoft_117.uai
0.04165302876965095,0,9,triangolo_biassoft_12.uai
0.05029130369813451,0,9,triangolo_biassoft_103.uai
0.04205375324599679,0,9,triangolo_biassoft_129.uai
0.10290181127573345,0,9,triangolo_biassoft_115.uai
0.08684083627627438,0,9,triangolo_biassoft_101.uai
0.08090600370949999,0,9,triangolo_biassoft_10.uai
0.04055366800487175,0,9,triangolo_biassoft_100.uai
0.08796016101104516,0,9,triangolo_biassoft_11.uai
0.05569602320599624,0,9,triangolo_biassoft_39.uai
0.04103118674029494,0,9,triangolo_biassoft_128.uai
0.049792613601232556,0,9,triangolo_biassoft_138.uai
0.07886312797289535,0,9,triangolo_biassoft_28.uai
0.09336130601715156,0,9,triangolo_biassoft_139.uai
0.07814477325842686,0,9,triangolo_biassoft_107.uai
0.07459327475753283,0,9,triangolo_biassoft_16.uai
0.08007493945996766,0,9,triangolo_biassoft_113.uai
0.046774581513197674,0,9,triangolo_biassoft_112.uai
0.07952442695061548,0,9,triangolo_biassoft_106.uai
0.04818427232988025,0,9,triangolo_biassoft_32.uai
0.09953584317096954,0,9,triangolo_biassoft_123.uai
0.0664078683978282,0,9,triangolo_biassoft_136.uai
0.08861411805382459,0,9,triangolo_biassoft_27.uai
0.03323913312707311,0,9,triangolo_biassoft_19.uai
0.0355366472146524,0,9,triangolo_biassoft_134.uai
0.09296185883693818,0,9,triangolo_biassoft_120.uai
0.033295210281298775,0,9,triangolo_biassoft_31.uai
0.06234392873303052,0,9,triangolo_biassoft_121.uai
0.03540939863375489,0,9,triangolo_biassoft_30.uai
0.09377639196489967,0,9,triangolo_biassoft_24.uai
0.0979071929036121,0,9,triangolo_biassoft_135.uai
0.03348106081760997,0,9,triangolo_biassoft_131.uai
0.04816072734692484,0,9,triangolo_biassoft_20.uai
0.08984515965672393,0,9,triangolo_biassoft_34.uai
0.06992551283456346,0,9,triangolo_biassoft_125.uai
0.037421108813728454,0,9,triangolo_biassoft_119.uai
0.0603960507905046,0,9,triangolo_biassoft_118.uai
0.10113991143605328,0,9,triangolo_biassoft_35.uai
0.059550612782163434,0,9,triangolo_biassoft_124.uai
0.07507398931816478,0,9,triangolo_biassoft_130.uai
0.06980310231372638,0,9,triangolo_biassoft_21.uai
0.08602004835720589,0,9,triangolo_biassoft_126.uai
0.034286314977533046,0,9,triangolo_biassoft_37.uai
0.07969070946159226,0,9,triangolo_biassoft_23.uai
0.07114368915307526,0,9,triangolo_biassoft_127.uai
0.08493638295017637,0,9,triangolo_biassoft_36.uai
0.07399807258727364,0,9,triangolo_biassoft_1.uai
0.0410366860949107,0,9,triangolo_biassoft_168.uai
0.07409872630561959,0,9,triangolo_biassoft_45.uai
0.09747689548717922,0,9,triangolo_biassoft_154.uai
0.08721999808954457,0,9,triangolo_biassoft_155.uai
0.06213236518317205,0,9,triangolo_biassoft_169.uai
0.08633600578739933,0,9,triangolo_biassoft_0.uai
0.0520533124702212,0,9,triangolo_biassoft_2.uai
0.07584781306910299,0,9,triangolo_biassoft_157.uai
0.0897438780826109,0,9,triangolo_biassoft_142.uai
0.06349673700451759,0,9,triangolo_biassoft_156.uai
0.02922163629042017,0,9,triangolo_biassoft_3.uai
0.06588361809705214,0,9,triangolo_biassoft_152.uai
0.0958798105581484,0,9,triangolo_biassoft_146.uai
0.09727034575121249,0,9,triangolo_biassoft_191.uai
0.033486185105168265,0,9,triangolo_biassoft_185.uai
0.10519753359862125,0,9,triangolo_biassoft_190.uai
0.03714854477815839,0,9,triangolo_biassoft_147.uai
0.06587969718046394,0,9,triangolo_biassoft_153.uai
0.046003294698943674,0,9,triangolo_biassoft_6.uai
0.035218761964517745,0,9,triangolo_biassoft_145.uai
0.09933134931928819,0,9,triangolo_biassoft_151.uai
0.05641619568280653,0,9,triangolo_biassoft_40.uai
0.04961089154627013,0,9,triangolo_biassoft_179.uai
0.07592627442091274,0,9,triangolo_biassoft_186.uai
0.0851693255018118,0,9,triangolo_biassoft_193.uai
0.07594408077513837,0,9,triangolo_biassoft_178.uai
0.05065892254374342,0,9,triangolo_biassoft_150.uai
